"","NGenes","Direction","PValue","FDR"
"GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY",11,"Up",0.000790338927578022,0.0197136766510453
"GO_SODIUM_ION_TRANSPORT",63,"Up",0.000809856664869802,0.0201190601300921
"GO_BRUSH_BORDER",82,"Up",0.000833181889804849,0.0206153960766573
"GO_DNA_REPLICATION",193,"Down",0.000842113566388495,0.0207530467300781
"GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION",7,"Up",0.000847155863061252,0.0207720564715652
"GO_INTERMEDIATE_FILAMENT",64,"Down",0.000849628019937416,0.0207720564715652
"GO_LIPOSACCHARIDE_METABOLIC_PROCESS",85,"Up",0.000866190283594471,0.02109327406018
"GO_DNA_RECOMBINATION",176,"Down",0.000879606720680556,0.0213356575043815
"GO_NEGATIVE_REGULATION_OF_PROTEIN_COMPLEX_DISASSEMBLY",138,"Down",0.000902109175159952,0.0217956652084724
"GO_PEPTIDE_CROSS_LINKING",36,"Down",0.000907077623771024,0.0218300985939581
"GO_POSITIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS",13,"Up",0.000921296674258416,0.0220860264984673
"GO_REGULATION_OF_CELL_PROJECTION_SIZE",9,"Up",0.000932697120934071,0.0222218582416812
"GO_LIPOPROTEIN_METABOLIC_PROCESS",102,"Up",0.000937226695742439,0.0222218582416812
"GO_MOTOR_ACTIVITY",100,"Down",0.000943415513946031,0.0222218582416812
"GO_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY",15,"Down",0.000949363718358926,0.0222218582416812
"GO_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY",15,"Down",0.000949363718358926,0.0222218582416812
"GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",234,"Up",0.000954527118004368,0.0222218582416812
"GO_MONOCARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",21,"Up",0.000954808527317196,0.0222218582416812
"GO_NEGATIVE_REGULATION_OF_SECRETION",95,"Up",0.000955957393340372,0.0222218582416812
"GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT",59,"Up",0.000959424491525272,0.0222218582416812
"GO_REGULATION_OF_MICROTUBULE_BASED_PROCESS",210,"Down",0.00097464248320169,0.0224897840412195
"GO_PHOSPHATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",27,"Up",0.000983298407830401,0.0226048563083698
"GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",68,"Up",0.000987181889177296,0.0226097681011945
"GO_STAT_CASCADE",36,"Up",0.00100651755835177,0.0227820658276414
"GO_JAK_STAT_CASCADE",36,"Up",0.00100651755835177,0.0227820658276414
"GO_RECEPTOR_COMPLEX",158,"Up",0.00100781120474629,0.0227820658276414
"GO_HUMORAL_IMMUNE_RESPONSE",57,"Up",0.00100949585634574,0.0227820658276414
"GO_SISTER_CHROMATID_COHESION",100,"Down",0.00102254452369819,0.0227934520981981
"GO_PROTEIN_ALPHA_1_2_DEMANNOSYLATION",12,"Up",0.00102275519957526,0.0227934520981981
"GO_PROTEIN_DEMANNOSYLATION",12,"Up",0.00102275519957526,0.0227934520981981
"GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",11,"Down",0.00102479893380959,0.0227934520981981
"GO_PROTEIN_LIPID_COMPLEX_BINDING",11,"Up",0.00104944344724341,0.023257629778657
"GO_MRNA_PROCESSING",389,"Down",0.00105591225705705,0.0233171161854069
"GO_METAL_ION_TRANSPORT",281,"Up",0.00108121709464254,0.0236824412435464
"GO_LIPID_TRANSPORTER_ACTIVITY",60,"Up",0.00108247768305023,0.0236824412435464
"GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY",45,"Down",0.00108565173603474,0.0236824412435464
"GO_REGULATION_OF_CHOLESTEROL_STORAGE",13,"Up",0.00108783166238007,0.0236824412435464
"GO_PHOSPHOLIPID_TRANSPORTER_ACTIVITY",33,"Up",0.00111490296965344,0.0241863281550522
"GO_ION_HOMEOSTASIS",328,"Up",0.00111988496693061,0.0242091623903843
"GO_SPLICEOSOMAL_COMPLEX_ASSEMBLY",52,"Down",0.00114582341197039,0.0246452860460483
"GO_MICROTUBULE_BINDING",168,"Down",0.00115063164071077,0.0246452860460483
"GO_CILIARY_PLASM",65,"Down",0.00115564370634026,0.0246452860460483
"GO_PRESPLICEOSOME",21,"Down",0.00115606032580879,0.0246452860460483
"GO_KERATAN_SULFATE_METABOLIC_PROCESS",24,"Up",0.00118418016885747,0.0249365567497962
"GO_HOST",10,"Up",0.0011855424426543,0.0249365567497962
"GO_CHROMOSOME_CENTROMERIC_REGION",158,"Down",0.00118588271569142,0.0249365567497962
"GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",41,"Up",0.00118865115590335,0.0249365567497962
"GO_MISMATCH_REPAIR",23,"Down",0.00118996066944329,0.0249365567497962
"GO_ARYL_SULFOTRANSFERASE_ACTIVITY",6,"Up",0.00122906417193213,0.0256686927568606
"GO_H4_HISTONE_ACETYLTRANSFERASE_COMPLEX",18,"Down",0.0012386475268991,0.0257814439635992
"GO_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION",180,"Down",0.00126399770500542,0.0262205045809373
"GO_REGULATION_OF_CHEMOKINE_PRODUCTION",35,"Up",0.00128310357289089,0.0265079119943144
"GO_CHROMOSOME_TELOMERIC_REGION",145,"Down",0.00128661837357266,0.0265079119943144
"GO_MICROVILLUS",56,"Up",0.00129076020098918,0.0265079119943144
"GO_FLAVONOID_METABOLIC_PROCESS",7,"Up",0.00130332712280929,0.0266313402690165
"GO_PLATELET_AGGREGATION",25,"Down",0.00130541547820857,0.0266313402690165
"GO_RNA_BINDING",1440,"Down",0.00132353837410272,0.0269119469400886
"GO_SUPRAMOLECULAR_FIBER",453,"Down",0.00136046801233605,0.0275718533684289
"GO_MITOTIC_RECOMBINATION",39,"Down",0.00138046692146049,0.0278811697729033
"GO_REGULATION_OF_TISSUE_REMODELING",32,"Up",0.00138478135862821,0.0278811697729033
"GO_TELOMERE_ORGANIZATION",93,"Down",0.00139715869841834,0.0280387450845452
"GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE",89,"Up",0.0014135286026097,0.0282242557531331
"GO_CORNIFIED_ENVELOPE",34,"Down",0.00141556484786855,0.0282242557531331
"GO_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL",11,"Up",0.00144511966425694,0.0287205879080225
"GO_LIPID_HOMEOSTASIS",76,"Up",0.00147232992135069,0.0291672818181401
"GO_AZOLE_TRANSPORT",8,"Up",0.00148458682208427,0.0293158314450678
"GO_AMINOGLYCAN_METABOLIC_PROCESS",101,"Up",0.0015107536721514,0.0296902215807155
"GO_STEROL_TRANSPORTER_ACTIVITY",10,"Up",0.00151322520694809,0.0296902215807155
"GO_BASOLATERAL_PLASMA_MEMBRANE",147,"Up",0.00152080666121768,0.0296902215807155
"GO_ENDOSOME_LUMEN",19,"Up",0.00152282259690084,0.0296902215807155
"GO_NEGATIVE_REGULATION_OF_CHOLESTEROL_TRANSPORT",6,"Up",0.00154684298570676,0.0299688667765388
"GO_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT",6,"Up",0.00154684298570676,0.0299688667765388
"GO_PEPTIDE_CATABOLIC_PROCESS",18,"Up",0.0015633860669829,0.030109202974616
"GO_SOLUTE_SODIUM_SYMPORTER_ACTIVITY",20,"Up",0.00156386056677116,0.030109202974616
"GO_ION_TRANSPORT",684,"Up",0.0015698059960801,0.0301295163297492
"GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME",52,"Down",0.00158091093932815,0.0302267025469143
"GO_PYRIMIDINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT",10,"Up",0.00158468185727208,0.0302267025469143
"GO_DNA_REPAIR",435,"Down",0.00160034246813509,0.0304312035375935
"GO_CARGO_RECEPTOR_ACTIVITY",32,"Up",0.00161116334793902,0.0304878843958049
"GO_GLYCOLIPID_CATABOLIC_PROCESS",10,"Up",0.00161511973794894,0.0304878843958049
"GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME",180,"Down",0.00161816883581046,0.0304878843958049
"GO_HISTONE_METHYLTRANSFERASE_ACTIVITY",49,"Down",0.00162321143325148,0.0304896513422633
"GO_U12_TYPE_SPLICEOSOMAL_COMPLEX",26,"Down",0.0016360417802755,0.0306372444020588
"GO_DNA_DEPENDENT_ATPASE_ACTIVITY",71,"Down",0.00165321022700661,0.0308649339654173
"GO_TRANSLATION_PREINITIATION_COMPLEX",16,"Down",0.00166038086408973,0.0309051556001717
"GO_ANTIPORTER_ACTIVITY",39,"Up",0.00169445309457937,0.0314443539629623
"GO_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE",218,"Up",0.00170706588105767,0.0315832819615505
"GO_RNA_CATABOLIC_PROCESS",211,"Down",0.00173669679418358,0.0318339337812792
"GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT",38,"Down",0.00173726177944844,0.0318339337812792
"GO_MITOTIC_NUCLEAR_DIVISION",330,"Down",0.00173968876852775,0.0318339337812792
"GO_DIVALENT_INORGANIC_CATION_TRANSPORT",138,"Up",0.0017412815588851,0.0318339337812792
"GO_NEUTRAL_AMINO_ACID_TRANSPORT",20,"Up",0.00175066227007759,0.0318933487980813
"GO_GLUCURONOSYLTRANSFERASE_ACTIVITY",12,"Up",0.00175488479833624,0.0318933487980813
"GO_BILE_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",4,"Up",0.00177081825066913,0.0320882683599192
"GO_BILE_ACID_AND_BILE_SALT_TRANSPORT",14,"Up",0.00180979501104004,0.0326983784839228
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY",11,"Up",0.00181966051816866,0.0327367323028726
"GO_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION",39,"Up",0.00182792235833109,0.0327367323028726
"GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE",227,"Down",0.00183265812768651,0.0327367323028726
"GO_SNRNA_BINDING",34,"Down",0.00183317199228876,0.0327367323028726
"GO_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY",60,"Up",0.00184335508640561,0.0328234412929045
"GO_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION",7,"Up",0.00185337586462441,0.0329067685935188
"GO_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION",187,"Down",0.00186428096903127,0.0329675899868822
"GO_ENDOPLASMIC_RETICULUM",1160,"Up",0.00186750347434213,0.0329675899868822
"GO_PHOSPHOLIPID_EFFLUX",9,"Up",0.00188048488541105,0.0331019067971927
"GO_FOUR_WAY_JUNCTION_DNA_BINDING",15,"Down",0.00189065214980049,0.0331860623786918
"GO_MONOCARBOXYLIC_ACID_BINDING",35,"Up",0.00192064864168328,0.0335358023528626
"GO_METHYLOSOME",12,"Down",0.0019214637608441,0.0335358023528626
"GO_DEFENSE_RESPONSE_TO_BACTERIUM",77,"Up",0.00193677532581393,0.0336439943319763
"GO_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",28,"Up",0.00193858431875533,0.0336439943319763
"GO_PROTEIN_O_LINKED_GLYCOSYLATION",79,"Up",0.00197006751571265,0.0339952161635675
"GO_TELOMERASE_HOLOENZYME_COMPLEX",18,"Down",0.00197961499223004,0.0339952161635675
"GO_SARCOMERE_ORGANIZATION",15,"Down",0.00198140031484903,0.0339952161635675
"GO_MITOTIC_SISTER_CHROMATID_SEGREGATION",84,"Down",0.00198328553165169,0.0339952161635675
"GO_CONDENSED_NUCLEAR_CHROMOSOME",62,"Down",0.00198641094284764,0.0339952161635675
"GO_PRERIBOSOME",58,"Down",0.00199701476809812,0.0340029930450891
"GO_INO80_TYPE_COMPLEX",20,"Down",0.00199790350305506,0.0340029930450891
"GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY",36,"Up",0.00202206105470426,0.034243905941153
"GO_CHROMATIN",384,"Down",0.00202317509537083,0.034243905941153
"GO_AMIDE_TRANSPORT",56,"Up",0.00203211413172303,0.0343009730562892
"GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",153,"Down",0.0020524589816602,0.03454972619128
"GO_CHROMOSOME_LOCALIZATION",50,"Down",0.00209761334822075,0.0351104949986704
"GO_NCRNA_METABOLIC_PROCESS",493,"Down",0.00210359886073511,0.0351104949986704
"GO_AMINO_ACID_TRANSPORT",67,"Up",0.00210690471545995,0.0351104949986704
"GO_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",54,"Up",0.00211371075330379,0.0351104949986704
"GO_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE",25,"Down",0.0021142661328529,0.0351104949986704
"GO_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS",47,"Down",0.00216323293602793,0.0357823893160853
"GO_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY",10,"Up",0.00216634170019474,0.0357823893160853
"GO_CHROMATIN_BINDING",356,"Down",0.00220195645675186,0.0359954112811147
"GO_HEXOSE_TRANSMEMBRANE_TRANSPORT",9,"Up",0.00220568072188724,0.0359954112811147
"GO_GLUCOSE_TRANSMEMBRANE_TRANSPORT",9,"Up",0.00220568072188724,0.0359954112811147
"GO_VITAMIN_TRANSPORT",22,"Up",0.00220721837580901,0.0359954112811147
"GO_NUCLEAR_CHROMOSOME",451,"Down",0.00220994746077307,0.0359954112811147
"GO_REGULATION_OF_MICROVILLUS_ORGANIZATION",14,"Up",0.0022150984500561,0.0359954112811147
"GO_INTERMEDIATE_FILAMENT_CYTOSKELETON",103,"Down",0.00222013573881247,0.0359954112811147
"GO_ATP_DEPENDENT_DNA_HELICASE_ACTIVITY",29,"Down",0.00222675100852123,0.0360079080406805
"GO_CYTOSKELETAL_PART",1110,"Down",0.00224278557009628,0.0361722562758198
"GO_ORGANOPHOSPHATE_ESTER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",23,"Up",0.00224979353446414,0.0361905429917325
"GO_MICROTUBULE_ASSOCIATED_COMPLEX",123,"Down",0.00227575939402827,0.0365129000692922
"GO_DEATH_RECEPTOR_ACTIVITY",11,"Up",0.00229453053527725,0.036683169231318
"GO_MICROTUBULE",334,"Down",0.00229828003948852,0.036683169231318
"GO_STEROID_HORMONE_RECEPTOR_ACTIVITY",42,"Up",0.00231419373410609,0.0368417250538181
"GO_CERAMIDE_CATABOLIC_PROCESS",9,"Up",0.00232260175085074,0.0368802819252357
"GO_REGULATION_OF_CYTOKINE_SECRETION",67,"Up",0.00233350737538114,0.0369005256667639
"GO_OXALATE_TRANSPORT",4,"Up",0.00234783412779929,0.0369005256667639
"GO_OXALATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",4,"Up",0.00234783412779929,0.0369005256667639
"GO_SULFATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",4,"Up",0.00234783412779929,0.0369005256667639
"GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_GAP_FILLING",24,"Down",0.00236931525225956,0.0371433874533618
"GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",40,"Up",0.00239281788715268,0.037416626910527
"GO_REGULATION_OF_CHROMOSOME_SEGREGATION",78,"Down",0.00240777885209901,0.0375199270740212
"GO_DNA_METABOLIC_PROCESS",656,"Down",0.00241713869842793,0.0375199270740212
"GO_CELLULAR_RESPONSE_TO_VIRUS",16,"Up",0.00241769372640585,0.0375199270740212
"GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_BIOSYNTHETIC_PROCESS",4,"Up",0.00246549161388781,0.0381655623948814
"GO_METALLOEXOPEPTIDASE_ACTIVITY",30,"Up",0.0024967580760756,0.038552698011784
"GO_TUBULIN_BINDING",226,"Down",0.00255406634086107,0.0393390068151126
"GO_MITOTIC_SPINDLE_ORGANIZATION",61,"Down",0.0025688596298604,0.0394679753094924
"GO_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION",8,"Down",0.00257525175692516,0.0394679753094924
"GO_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS",66,"Up",0.00259482053116838,0.0396692041998222
"GO_CARBOHYDRATE_METABOLIC_PROCESS",480,"Up",0.002619796588509,0.0399518979747623
"GO_REGULATION_OF_INTERFERON_GAMMA_SECRETION",6,"Up",0.00264077529786601,0.0400293470176651
"GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING",32,"Up",0.00264404452826199,0.0400293470176651
"GO_HISTONE_H2A_ACETYLATION",14,"Down",0.00264605689967161,0.0400293470176651
"GO_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION",317,"Down",0.00265086407778078,0.0400293470176651
"GO_GOLGI_MEMBRANE",557,"Up",0.00265999623601143,0.0400690386554191
"GO_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE",19,"Up",0.00272387989757966,0.0409312781682642
"GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_INCISION_3_TO_LESION",19,"Down",0.00279559807965115,0.0418050479823561
"GO_NUCLEOTIDE_EXCISION_REPAIR_PREINCISION_COMPLEX_STABILIZATION",19,"Down",0.00279559807965115,0.0418050479823561
"GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",304,"Up",0.00280800865697006,0.0418889620716526
"GO_NECROTIC_CELL_DEATH",21,"Up",0.0028428942947401,0.0423069365939463
"GO_SPHINGOLIPID_METABOLIC_PROCESS",110,"Up",0.00286062745622569,0.0424682548380879
"GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION",13,"Up",0.00288476614283965,0.0427236639568151
"GO_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION",16,"Up",0.00289701398475534,0.0428021658515051
"GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE",9,"Up",0.00292998414016436,0.0431857231759632
"GO_PHOSPHATIDYLCHOLINE_BINDING",11,"Up",0.00294712261452629,0.0433346597329271
"GO_SPINDLE_ASSEMBLY",61,"Down",0.00303828361453411,0.044568727021773
"GO_MONOSACCHARIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",12,"Up",0.00309414289921074,0.0452803192447444
"GO_LYTIC_VACUOLE_MEMBRANE",237,"Up",0.00312236779236616,0.0454331938949855
"GO_COMPLEX_OF_COLLAGEN_TRIMERS",20,"Down",0.00313112748088192,0.0454331938949855
"GO_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION",12,"Up",0.00314235166882766,0.0454331938949855
"GO_RECIPROCAL_DNA_RECOMBINATION",29,"Down",0.00314502382612652,0.0454331938949855
"GO_RECIPROCAL_MEIOTIC_RECOMBINATION",29,"Down",0.00314502382612652,0.0454331938949855
"GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I",73,"Up",0.00314883522044454,0.0454331938949855
"GO_CARBOHYDRATE_DERIVATIVE_TRANSPORT",42,"Up",0.00321538171890699,0.0462555591053267
"GO_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY_TRANSPOSING_S_S_BONDS",18,"Up",0.00322084643015503,0.0462555591053267
"GO_MYOFIBRIL_ASSEMBLY",23,"Down",0.00324461949473601,0.0464886062955083
"GO_LYTIC_VACUOLE",392,"Up",0.00325824609106452,0.0465755317100893
"GO_DNA_PACKAGING",148,"Down",0.00326819074116783,0.046609544343368
"GO_BASAL_TRANSCRIPTION_MACHINERY_BINDING",27,"Down",0.00330725801281527,0.0470577750968935
"GO_METAPHASE_PLATE_CONGRESSION",39,"Down",0.00332149141301668,0.0471469970204458
"GO_RESPONSE_TO_BACTERIUM",256,"Up",0.00332883358284271,0.0471469970204458
"GO_REGULATION_OF_CYTOKINE_PRODUCTION",357,"Up",0.00337653511777814,0.0477129194051172
"GO_NUCLEAR_CHROMOSOME_TELOMERIC_REGION",120,"Down",0.00338647267430477,0.0477438401519261
"GO_NPBAF_COMPLEX",12,"Down",0.00339935393089251,0.0478160264114811
"GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_BINDING",17,"Up",0.00341750443795492,0.0479618333536225
"GO_ORGANELLE_FISSION",408,"Down",0.0034356266321123,0.048106581091918
"GO_MICROTUBULE_CYTOSKELETON",933,"Down",0.00346588083830792,0.048420162913413
"GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION",24,"Up",0.00347726307002601,0.0484692709828739
"GO_NUCLEAR_REPLICATION_FORK",37,"Down",0.00351274046646684,0.0488532596250613
"GO_REGULATION_OF_IMMUNE_RESPONSE",494,"Up",0.00352576383525228,0.0489239436688948
"GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN",6,"Up",0.00354433971054992,0.0490711841723552
