Geneid,Length,Ensembl,symbol,entrezid,logFC,logCPM,LR,PValue,FDR
ENSG00000169876.14,14693,ENSG00000169876,MUC17,140453,1.9112150508132018,7.627443861940224,14.722166986140405,1.2457303287291544e-4,0.008910471092909884
ENSG00000159200.18,6964,ENSG00000159200,RCAN1,1827,0.49866795694210847,4.9889127015787915,14.60735155531234,1.3239704367824364e-4,0.009417202011795519
ENSG00000109670.16,10979,ENSG00000109670,FBXW7,55294,0.34801566006124346,6.403691246493514,14.405957505166967,1.473354559723181e-4,0.010421527919108635
ENSG00000139874.6,4390,ENSG00000139874,SSTR1,6751,1.5734612247567663,2.3405381039055033,14.344304214871158,1.5223956655520857e-4,0.010655181002713975
ENSG00000136158.12,3213,ENSG00000136158,SPRY2,10253,0.5495205529036479,5.834081407321862,14.343402295424434,1.5231251511890854e-4,0.010655181002713975
ENSG00000123106.10,7535,ENSG00000123106,CCDC91,55297,0.33565782435709146,6.208303973799761,14.304896543108196,1.5545996971766092e-4,0.010735290920044247
ENSG00000164181.14,4461,ENSG00000164181,ELOVL7,79993,0.8338389443349072,3.8711375271179294,14.302022300321148,1.556975203908678e-4,0.010735290920044247
ENSG00000178882.15,3306,ENSG00000178882,FAM101A,144347,0.9812106834265301,3.1677818519169767,14.298523493119266,1.559871834910608e-4,0.010735290920044247
ENSG00000198865.10,3493,ENSG00000198865,CCDC152,100129792,1.3098886751133854,3.8598536503852343,14.228736874931066,1.6187948130917706e-4,0.011080911591550766
ENSG00000187714.7,2411,ENSG00000187714,SLC18A3,6572,-1.921142731838432,2.538474067083275,14.218012780160496,1.6280461262439084e-4,0.01108464346488633
ENSG00000205220.12,1626,ENSG00000205220,PSMB10,5699,0.782992155902889,2.7192196142279785,14.148558733016271,1.6892646781410455e-4,0.011440275469197762
ENSG00000132274.16,5944,ENSG00000132274,TRIM22,10346,0.7657902351851047,5.68603329196429,14.099869392194261,1.7335581890001056e-4,0.011678128498597538
ENSG00000213366.13,9116,ENSG00000213366,GSTM2,2946,-0.7226920285533407,2.7560996585480373,14.021646247316827,1.8071819918239138e-4,0.012110021642053721
ENSG00000099834.19,3861,ENSG00000099834,CDHR5,53841,1.2722414714874988,5.3223412549364335,13.955062265940612,1.8723279106426638e-4,0.012480879035760416
ENSG00000157873.17,6219,ENSG00000157873,TNFRSF14,8764,0.9100917238056111,3.3591874822917056,13.923952575836385,1.9035715441239167e-4,0.012623058801971723
ENSG00000277149.5,3262,ENSG00000277149,TYW1B,441250,0.5862002716605051,2.9932665887660113,13.877942782447127,1.9507449043177754e-4,0.012868851876566797
ENSG00000141655.17,8995,ENSG00000141655,TNFRSF11A,8792,0.8030596229756449,2.4099284064610176,13.834178505424116,1.996708569023403e-4,0.013095984474076689
ENSG00000112232.9,2329,ENSG00000112232,KHDRBS2,202559,0.8590000375465081,2.7644070020533142,13.81955864135108,2.0123050364847627e-4,0.013095984474076689
ENSG00000073008.15,6098,ENSG00000073008,PVR,5817,0.6168075318633637,3.5369255868844576,13.814476046004282,2.0177558508303021e-4,0.013095984474076689
ENSG00000185880.13,9265,ENSG00000185880,TRIM69,140691,0.5980761511518554,5.554931476743353,13.804457420558961,2.028543894083219e-4,0.013095984474076689
ENSG00000167105.8,3062,ENSG00000167105,TMEM92,162461,1.328349423309321,2.593613399579841,13.797006627330227,2.0366045600590517e-4,0.013095984474076689
ENSG00000122574.10,6065,ENSG00000122574,WIPF3,644150,0.8744176170963138,4.02532110071029,13.76406663852893,2.0726292820463267e-4,0.013260661316087352
ENSG00000179674.4,1289,ENSG00000179674,ARL14,80117,0.9287870602418967,2.061672104976532,13.745656719420996,2.093042212202581e-4,0.013324306722881629
ENSG00000198758.10,3477,ENSG00000198758,EPS8L3,79574,1.3465787683659485,3.5807886248416883,13.72948279550721,2.1111429597188124e-4,0.01337267271798006
ENSG00000205352.11,2824,ENSG00000205352,PRR13,54458,0.6436803561617387,4.20342040858264,13.69990452320553,2.1446538929474946e-4,0.013475767222786565
ENSG00000256043.3,2903,ENSG00000256043,CTSO,1519,0.5892797879220564,4.280909567950954,13.696463712685738,2.1485868254992715e-4,0.013475767222786565
ENSG00000023171.18,14944,ENSG00000023171,GRAMD1B,57476,1.0115326054011409,3.6663654994363988,13.669072088446192,2.180156457374321e-4,0.013548640542920874
ENSG00000173193.15,10274,ENSG00000173193,PARP14,54625,0.6764159806365568,7.817579601518819,13.667925033005572,2.1814886202472345e-4,0.013548640542920874
ENSG00000140832.9,6446,ENSG00000140832,MARVELD3,91862,0.6597658511111372,3.862938370780062,13.571088323441614,2.2969616178478025e-4,0.014196560834193312
ENSG00000169894.18,11396,ENSG00000169894,MUC3A,4584,1.4053918196160617,9.495524508228497,13.554416242945642,2.3174549781134718e-4,0.014254027430599383
ENSG00000054983.17,6736,ENSG00000054983,GALC,2581,0.7100555683136628,4.176932495605901,13.438891020314067,2.464612696570371e-4,0.015086273486891328
ENSG00000155926.14,7491,ENSG00000155926,SLA,6503,-0.8637947223596066,3.965091500073478,13.334865697203604,2.6051665854740657e-4,0.015870325821175025
ENSG00000158292.7,4198,ENSG00000158292,GPR153,387509,1.1955570962167825,2.6684509987553424,13.323871359982643,2.6204859013162295e-4,0.015887631664551538
ENSG00000167363.14,3831,ENSG00000167363,FN3K,64122,0.8190219904527251,3.9180724906342226,13.284156952498332,2.676583615496263e-4,0.016150835351894984
ENSG00000100342.21,3458,ENSG00000100342,APOL1,8542,0.9381431522591319,2.4187431063039746,13.116899477104589,2.9264394915895666e-4,0.017575201701376584
ENSG00000110245.12,851,ENSG00000110245,APOC3,345,1.473008109251835,6.301318849497362,13.073666701746884,2.9947631383766334e-4,0.017901091210240045
ENSG00000148154.10,4567,ENSG00000148154,UGCG,7357,0.44746496347198905,5.305278590587035,13.059560859279625,3.017401734447692e-4,0.017952130319153277
ENSG00000164749.13,4797,ENSG00000164749,HNF4G,3174,1.5287479977122624,4.954250308889114,13.044032041826753,3.0425236639782227e-4,0.018017400599893364
ENSG00000119899.13,3441,ENSG00000119899,SLC17A5,26503,0.617285253293346,3.9479681837711476,13.034937627932374,3.0573340659955294e-4,0.01802128580011809
ENSG00000165821.12,5383,ENSG00000165821,SALL2,6297,-0.4146927321238832,4.640387797264473,13.01075061058556,3.097077728914972e-4,0.018171425642647662
ENSG00000151715.8,2998,ENSG00000151715,TMEM45B,120224,0.8697518038610706,3.5763088093619184,12.991560176510106,3.1289814117038564e-4,0.018274399694409863
ENSG00000073060.16,7741,ENSG00000073060,SCARB1,949,0.7954789017580628,2.8459745449005367,12.942512620198585,3.212036004589236e-4,0.018673809319831123
ENSG00000129654.8,2587,ENSG00000129654,FOXJ1,2302,-0.5385234182439542,5.202061347313413,12.8898375694722,3.3037110222972445e-4,0.019119476698131146
ENSG00000122121.11,3498,ENSG00000122121,XPNPEP2,7512,1.3760500531547657,3.9587551509615033,12.856288645433889,3.3634700539689856e-4,0.019307914125782585
ENSG00000087085.15,4074,ENSG00000087085,ACHE,43,1.0274933871390808,2.572985164040845,12.854547294642646,3.3666014262674626e-4,0.019307914125782585
ENSG00000105398.4,1904,ENSG00000105398,SULT2A1,6822,1.4847680897598174,3.8087964179075673,12.83904931927152,3.3946003957625176e-4,0.019381189344775056
ENSG00000163131.11,4071,ENSG00000163131,CTSS,1520,1.0990291775064593,3.684105707572577,12.806368092377884,3.454415158760954e-4,0.019519665619865012
ENSG00000166866.13,4450,ENSG00000166866,MYO1A,4640,1.1802423817289387,4.104573505589267,12.803568791166818,3.4595877351806134e-4,0.019519665619865012
ENSG00000123684.13,8790,ENSG00000123684,LPGAT1,9926,0.7158755132043153,6.448770071863449,12.800726378568577,3.464847965825866e-4,0.019519665619865012
ENSG00000023839.12,7837,ENSG00000023839,ABCC2,1244,1.2316964296163364,3.743240624003682,12.675148838822508,3.7054771664515364e-4,0.020756392511285006
ENSG00000112175.8,3970,ENSG00000112175,BMP5,653,0.727227422951688,2.402639144059148,12.669354243164461,3.7169788662998594e-4,0.020756392511285006
ENSG00000080815.19,9947,ENSG00000080815,PSEN1,5663,0.41773175931748663,6.169724799846542,12.652141558334947,3.751357143100671e-4,0.02085689045675011
ENSG00000004838.14,2889,ENSG00000004838,ZMYND10,51364,-0.6155357516741746,3.5071516130700235,12.583708158860858,3.89123906327301e-4,0.021540545979822592
ENSG00000178623.12,5090,ENSG00000178623,GPR35,2859,0.9897042623018898,2.3500279210244055,12.541471699882894,3.980186971788337e-4,0.02188287088016851
ENSG00000135535.17,6861,ENSG00000135535,CD164,8763,0.47318783205520276,6.922254469980023,12.524856966896081,4.0157363886803536e-4,0.02188287088016851
ENSG00000047597.7,5174,ENSG00000047597,XK,7504,0.8008826866204143,3.0531236819628353,12.519228903636883,4.0278508619564623e-4,0.02188287088016851
ENSG00000026950.17,5539,ENSG00000026950,BTN3A1,11119,0.6841192492955809,3.9927066314314748,12.516098392567207,4.034605274746783e-4,0.02188287088016851
ENSG00000185477.5,14998,ENSG00000185477,GPRIN3,285513,0.963151701044338,3.2581160974426004,12.514057164532112,4.0390155960097387e-4,0.02188287088016851
ENSG00000274070.2,8206,ENSG00000274070,GATSL2,729438,-0.431556380456778,5.793716220041179,12.481722854109895,4.1095301176968183e-4,0.022170566719710124
ENSG00000179902.12,1235,ENSG00000179902,C1orf194,127003,-0.7315103039724755,3.0422293707555186,12.43111869027341,4.222389053234637e-4,0.022683315369528858
ENSG00000143158.11,2638,ENSG00000143158,MPC2,25874,0.5672702234071494,5.2141020907866205,12.366563185343239,4.3709145333802675e-4,0.02338255623487293
ENSG00000099617.4,2424,ENSG00000099617,EFNA2,1943,1.4496356966756274,2.63057172200753,12.33990223763567,4.4337824019838806e-4,0.023619630770735887
ENSG00000205213.14,6355,ENSG00000205213,LGR4,55366,0.511443902063471,5.060837552106003,12.310926850133233,4.5031430718413967e-4,0.023889173996118607
ENSG00000245848.3,2601,ENSG00000245848,CEBPA,1050,0.6980863814891007,5.193731251507742,12.28477397841493,4.566687023334066e-4,0.02408066086642389
ENSG00000205358.4,723,ENSG00000205358,MT1H,4496,1.4449266962172522,3.7029102257392705,12.28053736516582,4.5770656060906237e-4,0.02408066086642389
ENSG00000160712.13,6453,ENSG00000160712,IL6R,3570,0.7087886157656388,1.995803956360883,12.2459438514465,4.6627061977278937e-4,0.024430277905132324
ENSG00000119698.12,4973,ENSG00000119698,PPP4R4,57718,-0.7724386131036881,1.7583331312464257,12.226632714247732,4.7112148067587835e-4,0.02458327332772657
ENSG00000154814.14,6095,ENSG00000154814,OXNAD1,92106,0.48571974665699713,4.075042190319258,12.190976602383532,4.8021236306954593e-4,0.024955362475924323
ENSG00000182472.9,5966,ENSG00000182472,CAPN12,147968,0.6031771576984943,2.532165108957762,12.181302302521292,4.827093167151606e-4,0.024974635371808333
ENSG00000170293.9,1170,ENSG00000170293,CMTM8,152189,0.796888078712948,2.4922362583081448,12.174370978847517,4.845063569617231e-4,0.024974635371808333
ENSG00000138134.12,6323,ENSG00000138134,STAMBPL1,57559,0.9436726598530171,2.2032686837239135,12.162995443321456,4.874702657364264e-4,0.025026094449016857
ENSG00000135111.16,5960,ENSG00000135111,TBX3,6926,0.46399483831678406,4.761986468246585,12.13437837540228,4.950076572896734e-4,0.025310993946233425
ENSG00000196549.11,9620,ENSG00000196549,MME,4311,0.6623802892712103,5.855536916664987,12.096741973876453,5.051000360719901e-4,0.025690872836216638
ENSG00000155850.8,8580,ENSG00000155850,SLC26A2,1836,0.5220217725282896,4.891307673151715,12.09168216134816,5.064725951846039e-4,0.025690872836216638
ENSG00000138449.11,4218,ENSG00000138449,SLC40A1,30061,1.0299678538283483,7.563482383654751,12.076275698743384,5.106750844180655e-4,0.02580125069369369
ENSG00000164124.11,9248,ENSG00000164124,TMEM144,55314,0.7398229224048662,4.21478055004479,12.017991501898889,5.268945086337721e-4,0.026515497564921685
ENSG00000170385.10,5893,ENSG00000170385,SLC30A1,7779,0.45211676591507144,6.141605919377548,12.009225141645661,5.293786205454604e-4,0.02653562439679056
ENSG00000198121.13,4159,ENSG00000198121,LPAR1,1902,0.5207458680065727,4.856842498474554,11.971901684029831,5.40087939724358e-4,0.02696627313164912
ENSG00000203727.4,6557,ENSG00000203727,SAMD5,389432,0.8590128045848422,2.7186440699473176,11.941594080524972,5.489449113058214e-4,0.02730143207322546
ENSG00000127324.9,2419,ENSG00000127324,TSPAN8,7103,1.2931260243128921,3.558560523306153,11.917550448592412,5.560755282453119e-4,0.02750349926174176
ENSG00000204592.9,2922,ENSG00000204592,HLA-E,3133,0.6654767731398362,6.841132015223858,11.913358701526857,5.57328213126718e-4,0.02750349926174176
ENSG00000158125.10,6064,ENSG00000158125,XDH,7498,0.9778150312327585,3.7958064325150107,11.903423150576316,5.603087999441456e-4,0.027543828729300623
ENSG00000025708.14,3600,ENSG00000025708,TYMP,1890,0.69461285702798,3.183506964782912,11.89585208628002,5.625908594436024e-4,0.027549641624753637
ENSG00000176641.11,10213,ENSG00000176641,RNF152,220441,0.5746750010090534,4.066383449872079,11.840022502953198,5.79711253985215e-4,0.02821532510763942
ENSG00000104537.17,3801,ENSG00000104537,ANXA13,312,1.532783162731046,5.200013925844708,11.834695188784462,5.813721456582034e-4,0.02821532510763942
ENSG00000204177.10,4561,ENSG00000204177,BMS1P1,399761,0.4454358088656851,3.9550576791993843,11.825107255935382,5.843734813596979e-4,0.02821532510763942
ENSG00000213593.10,2253,ENSG00000213593,TMX2,51075,0.6045486436376188,3.9443888013160793,11.82295563965867,5.850491539755582e-4,0.02821532510763942
ENSG00000151689.13,3576,ENSG00000151689,INPP1,3628,0.6266448016726542,2.574954441765946,11.797285500972752,5.931714641068153e-4,0.028415519668167303
ENSG00000079385.22,5496,ENSG00000079385,CEACAM1,634,1.3848261772963109,3.5482353457269458,11.783574142621152,5.975564422817462e-4,0.028415519668167303
ENSG00000152952.12,7663,ENSG00000152952,PLOD2,5352,0.3670680943532911,5.440410952141812,11.782946867646368,5.977578299075172e-4,0.028415519668167303
ENSG00000163586.10,2416,ENSG00000163586,FABP1,2168,1.3177271711537468,3.4831745935630933,11.78179600204584,5.981274953714135e-4,0.028415519668167303
ENSG00000187699.10,5997,ENSG00000187699,C2orf88,84281,1.561174349546299,2.9301566678973403,11.740240416336082,6.116312229400974e-4,0.028949028737819033
ENSG00000038427.16,14678,ENSG00000038427,VCAN,1462,-0.676863413847184,4.6827842200658925,11.725969917828602,6.163391791226404e-4,0.029063816402183175
ENSG00000260027.5,1520,ENSG00000260027,HOXB7,3217,0.7037277749354748,2.2026659105559254,11.690596889599764,6.281674430728352e-4,0.029512280019200508
ENSG00000180287.17,9546,ENSG00000180287,PLD5,200150,-2.280665529900554,2.5014226808561766,11.67640219200764,6.329781747583992e-4,0.02962896368023507
ENSG00000120889.13,5010,ENSG00000120889,TNFRSF10B,8795,0.4723433654920496,4.247843238236127,11.646456406615593,6.432495247073029e-4,0.029999461350085643
ENSG00000075240.17,4901,ENSG00000075240,GRAMD4,23151,0.47277711734587863,3.615454081892553,11.600889110729355,6.592029662068902e-4,0.030631285276445715
ENSG00000141664.10,10213,ENSG00000141664,ZCCHC2,54877,0.36034797419261455,6.733986857518623,11.554372072652868,6.759013113970846e-4,0.03121084318501699
ENSG00000116833.14,7543,ENSG00000116833,NR5A2,2494,1.4962479927414463,3.151382510220748,11.547789106944261,6.782986827198468e-4,0.03121084318501699
ENSG00000139192.12,3188,ENSG00000139192,TAPBPL,55080,0.734141982762362,2.4150532549953705,11.545678870792937,6.79069000887577e-4,0.03121084318501699
ENSG00000111802.14,2977,ENSG00000111802,TDP2,51567,0.6235064421210561,6.412688492375511,11.53908732343591,6.814808675333588e-4,0.03121084318501699
ENSG00000072657.9,12264,ENSG00000072657,TRHDE,29953,0.6807509336905395,2.847495262766977,11.527253808303724,6.858325186411057e-4,0.03129756138831024
ENSG00000103978.16,5594,ENSG00000103978,TMEM87A,25963,0.39232144980876715,4.818833644153952,11.492712816805387,6.986958322045398e-4,0.03177069762724357
ENSG00000171759.10,7378,ENSG00000171759,PAH,5053,1.173816205197528,2.896186008122488,11.465645395282671,7.089460579963317e-4,0.032122068364445894
ENSG00000164976.9,6447,ENSG00000164976,KIAA1161,57462,0.5697303339082215,3.8624788086408537,11.436565180625793,7.20127881477622e-4,0.032295272982223615
ENSG00000107242.20,5092,ENSG00000107242,PIP5K1B,8395,0.47532188035252265,5.178508476182903,11.435949296681718,7.203666160336567e-4,0.032295272982223615
ENSG00000163814.8,6508,ENSG00000163814,CDCP1,64866,0.6969259995962885,4.024098985147675,11.43591895496348,7.203783794338287e-4,0.032295272982223615
ENSG00000165443.12,4040,ENSG00000165443,PHYHIPL,84457,0.8278232613362865,2.726278775031473,11.358851004260334,7.508926343518016e-4,0.033545140423042595
ENSG00000204267.16,6380,ENSG00000204267,TAP2,6891,0.509397859776969,3.540431365659613,11.340365004025415,7.584041638908711e-4,0.0337622441071978
ENSG00000138759.19,19207,ENSG00000138759,FRAS1,80144,-0.34553943993633013,5.464538746377813,11.302734592436288,7.739301959792052e-4,0.034140506365002585
ENSG00000153879.9,4056,ENSG00000153879,CEBPG,1054,0.48764345909671936,5.931227638573359,11.301752062945718,7.743398548692249e-4,0.034140506365002585
ENSG00000130821.16,5666,ENSG00000130821,SLC6A8,6535,0.9535586264289314,4.8559276274647685,11.293668290041108,7.777186566670287e-4,0.034140506365002585
ENSG00000105967.16,8644,ENSG00000105967,TFEC,22797,1.1951022588815274,4.528027149747386,11.287674608537337,7.802334707496832e-4,0.034140506365002585
ENSG00000165152.9,5549,ENSG00000165152,TMEM246,84302,0.871421565468968,3.2611912362973854,11.287496175421087,7.803084631020854e-4,0.034140506365002585
ENSG00000197565.16,9282,ENSG00000197565,COL4A6,1288,-0.6202130861457869,5.10195881172528,11.254393205711516,7.943478542742585e-4,0.03463574274184883
ENSG00000117501.14,3831,ENSG00000117501,MROH9,80133,-0.7744564177132981,2.0847057600857215,11.242390174198551,7.995013196102884e-4,0.03474147031152967
ENSG00000143556.9,486,ENSG00000143556,S100A7,6278,-0.8466221653676806,4.958693464077984,11.215102251248624,8.113433917443737e-4,0.03513613627105226
ENSG00000205413.8,6855,ENSG00000205413,SAMD9,54809,0.4672984920605023,6.999899021147309,11.141144037579142,8.443380170031794e-4,0.03644105638130332
ENSG00000106565.18,1979,ENSG00000106565,TMEM176B,28959,1.1060813903452436,3.4537008987092843,11.077242581505594,8.739366142424454e-4,0.037591084366671676
ENSG00000138823.13,5398,ENSG00000138823,MTTP,4547,1.7957479250740518,3.97175336145872,11.0629393051723,8.80704163267164e-4,0.03775124359010686
ENSG00000136237.19,10257,ENSG00000136237,RAPGEF5,9771,0.42474762698288043,5.169175077618921,11.056873375213641,8.835902128378766e-4,0.03775124359010686
ENSG00000233041.8,941,ENSG00000233041,PHGR1,644844,1.1452830780555803,4.343450393981693,11.047741317202068,8.879531068142226e-4,0.03781076573899225
ENSG00000156966.7,3639,ENSG00000156966,B3GNT7,93010,0.7090071464254037,3.6313400905689948,10.984049075108304,9.189942419420132e-4,0.039002115628019036
ENSG00000239887.6,4313,ENSG00000239887,C1orf226,400793,0.49503419276497235,4.374168758255762,10.947481187304094,9.373094616252765e-4,0.0396472560312725
ENSG00000196141.14,10453,ENSG00000196141,SPATS2L,26010,0.41990263642675085,7.4448302365455215,10.930288854422951,9.46047445971146e-4,0.039753841778273666
ENSG00000081041.9,1398,ENSG00000081041,CXCL2,2920,0.689910865923732,2.015264868158301,10.930236870169928,9.460739914245147e-4,0.039753841778273666
ENSG00000122378.14,6520,ENSG00000122378,FAM213A,84293,0.6731670563885902,3.7915184204115717,10.923252983803708,9.496471277064055e-4,0.039772721151177484
ENSG00000105388.16,3986,ENSG00000105388,CEACAM5,1048,1.0943172507985979,4.983683866488448,10.87309400072801,9.757139074841989e-4,0.04064300288910102
ENSG00000132744.8,1371,ENSG00000132744,ACY3,91703,0.9167816943042152,3.5926855273007776,10.8704512272738,9.771072068269415e-4,0.04064300288910102
ENSG00000197249.14,4902,ENSG00000197249,SERPINA1,5265,1.293264537078979,8.20803322078732,10.864970184210314,9.80003289895854e-4,0.04064300288910102
ENSG00000176920.13,3381,ENSG00000176920,FUT2,2524,0.6672624332198368,2.0927001521667132,10.812874983263082,0.0010079665272209719,0.041666979949926665
ENSG00000064601.19,5856,ENSG00000064601,CTSA,5476,0.7700665723543944,4.657479920388863,10.779572855709315,0.0010262636137906465,0.04225401079895488
ENSG00000166268.11,3601,ENSG00000166268,MYRFL,196446,0.7396776567273814,2.046148843444552,10.768045113952711,0.001032675229756967,0.04225401079895488
ENSG00000152315.5,2289,ENSG00000152315,KCNK13,56659,0.8558385891378831,1.9223848594388095,10.76721387678078,0.0010331391186107217,0.04225401079895488
ENSG00000135838.13,4975,ENSG00000135838,NPL,80896,0.7154671522117014,3.504082808769801,10.753741232789103,0.0010406872614394885,0.04225401079895488
ENSG00000172954.13,7517,ENSG00000172954,LCLAT1,253558,0.4558254128575928,3.974969586639751,10.752109512883267,0.0010416052225852186,0.04225401079895488
ENSG00000165475.15,4327,ENSG00000165475,CRYL1,51084,0.7528318485074481,4.332510370471165,10.751266585896094,0.001042079751089525,0.04225401079895488
ENSG00000173153.16,3105,ENSG00000173153,ESRRA,2101,0.5270146584365848,4.29623140951587,10.743552598911995,0.0010464325344551812,0.0422890718843627
ENSG00000117791.16,2597,ENSG00000117791,MARC2,54996,0.6598557449836454,2.8434437796859675,10.735175367068958,0.0010511804003769053,0.0422890718843627
ENSG00000169860.7,6309,ENSG00000169860,P2RY1,5028,0.6894065380595688,2.011856732401402,10.732135111085164,0.0010529088742807866,0.0422890718843627
ENSG00000164307.13,7945,ENSG00000164307,ERAP1,51752,0.5054126827366171,4.679598564880604,10.7146279659082,0.0010629182844502458,0.042556841501951354
ENSG00000082996.19,3635,ENSG00000082996,RNF13,11342,0.3530993832216064,6.876672677257117,10.703533723888249,0.0010693109932179972,0.0426785817105064
ENSG00000163581.14,3411,ENSG00000163581,SLC2A2,6514,1.911593100383724,3.5240112203128966,10.687270281259757,0.0010787526543096651,0.0429208712333458
ENSG00000136160.17,5608,ENSG00000136160,EDNRB,1910,0.8675203437802131,2.960554638678615,10.675407497440904,0.0010856926841513416,0.04296329195371637
ENSG00000196924.18,10642,ENSG00000196924,FLNA,2316,-0.40120292392583307,8.42722891576244,10.673917249769698,0.0010865677041389154,0.04296329195371637
ENSG00000265190.6,4955,ENSG00000265190,ANXA8,653145,-0.5133669757817754,7.719673645483421,10.629519580650545,0.0011129662472524383,0.04387085529417351
ENSG00000140464.20,12672,ENSG00000140464,PML,5371,0.446956280560711,5.573924950615928,10.6139670638963,0.0011223663351669086,0.04410484005970704
ENSG00000113722.17,1775,ENSG00000113722,CDX1,1044,1.2666137113304459,3.810971122763148,10.593543832027002,0.0011348324388939614,0.0444574972676859
ENSG00000119042.17,10958,ENSG00000119042,SATB2,23314,0.7486939110923385,3.3815882311557544,10.585405675086278,0.0011398388217120805,0.044516649932632546
ENSG00000204386.11,4738,ENSG00000204386,NEU1,4758,0.6465606728795493,4.294628837595482,10.56430049598441,0.001152926548363552,0.04489009423169646
ENSG00000128335.14,3417,ENSG00000128335,APOL2,23780,0.44315639741412033,4.506929628129986,10.546219265842137,0.0011642599378205174,0.04519316319613057
ENSG00000124299.15,4477,ENSG00000124299,PEPD,5184,0.5607542675429464,4.957011093521603,10.535019654527787,0.0011713363676717607,0.045243994671550686
ENSG00000091138.13,3382,ENSG00000091138,SLC26A3,1811,1.887464364839658,4.17422675625122,10.532906257747896,0.0011726765819676192,0.045243994671550686
ENSG00000138018.18,8552,ENSG00000138018,EPT1,85465,0.5032019897233017,4.891406851039239,10.507576134123841,0.001188860985933672,0.0457298431205665
ENSG00000130813.18,4341,ENSG00000130813,C19orf66,55337,0.6255119085878709,4.674411045762957,10.489017560923905,0.0012008620824354756,0.046052337450507456
ENSG00000185507.21,2612,ENSG00000185507,IRF7,3665,0.7679117817535629,4.632700662883205,10.478219804480638,0.001207900900748795,0.04612176867052375
ENSG00000153822.13,6340,ENSG00000153822,KCNJ16,3773,0.7921054813078433,2.4251365761820973,10.471995785611082,0.001211977154140734,0.04612176867052375
ENSG00000157423.18,28702,ENSG00000157423,HYDIN,54768,-0.44582476956704753,5.073711855145888,10.469614950510177,0.0012135400961848456,0.04612176867052375
ENSG00000171747.9,2226,ENSG00000171747,LGALS4,3960,1.4118170344353012,5.352221074747322,10.458788234523656,0.0012206732551537254,0.04625479727564653
ENSG00000076351.13,7954,ENSG00000076351,SLC46A1,113235,0.6759349160301212,2.814663005316252,10.449184340906736,0.0012270362661341693,0.04635793988255265
ENSG00000010438.16,1664,ENSG00000010438,PRSS3,5646,0.8197662346882918,4.516155503904335,10.42441223021121,0.0012436042958721663,0.04673929899027217
ENSG00000138829.12,13218,ENSG00000138829,FBN2,2201,-0.42188176470106464,5.96384535316287,10.42312351441791,0.0012444723812207246,0.04673929899027217
ENSG00000176619.13,5395,ENSG00000176619,LMNB2,84823,-0.2974316179802768,6.107987664172212,10.372695785710548,0.001278926654784409,0.04789204167269146
ENSG00000060566.14,2648,ENSG00000060566,CREB3L3,84699,1.2679762767288063,5.366383358424864,10.310157842578004,0.001322999667453282,0.0493971606041501
ENSG00000110917.8,6438,ENSG00000110917,MLEC,9761,0.3378911339725704,5.454901135450473,10.25752383695862,0.0013612827126240055,0.050677928354177885
ENSG00000174844.14,13275,ENSG00000174844,DNAH12,201625,-0.672088775171023,3.9907751051613873,10.246757466151092,0.001369250701271727,0.05082594731367822
ENSG00000154269.15,3885,ENSG00000154269,ENPP3,5169,0.7476345673940279,1.9518693747483047,10.214824305174439,0.0013931626519233366,0.05156321768688349
ENSG00000102935.11,8997,ENSG00000102935,ZNF423,23090,0.7150310627761933,2.6385744620624836,10.208373934648428,0.001398043862071115,0.05159389696199836
ENSG00000151466.12,8980,ENSG00000151466,SCLT1,132320,0.35442436165556507,5.664011093707098,10.196927982280481,0.001406748058942826,0.051765075972427924
ENSG00000172594.13,2349,ENSG00000172594,SMPDL3A,10924,0.8068250575633583,2.771711167369713,10.178699380154473,0.0014207236165336803,0.05202340008468042
ENSG00000132109.10,1935,ENSG00000132109,TRIM21,6737,0.441841304675314,5.79611607371871,10.177121103346732,0.0014219402473663828,0.05202340008468042
ENSG00000162849.16,14404,ENSG00000162849,KIF26B,55083,-0.7453613155411508,3.402838926070003,10.16381163717324,0.0014322420337288747,0.052134484647927255
ENSG00000090402.8,6139,ENSG00000090402,SI,6476,1.8152954544372135,4.227706879687709,10.162622641033785,0.0014331660090146513,0.052134484647927255
ENSG00000232070.9,2159,ENSG00000232070,TMEM253,643382,0.8509150156199647,2.4769572768725903,10.149438565786884,0.0014434519653874153,0.05235906103507855
ENSG00000164287.12,4496,ENSG00000164287,CDC20B,166979,-0.9562413689064297,5.639258970776579,10.143119560592531,0.0014484083967195086,0.05236162332278403
ENSG00000113504.21,6004,ENSG00000113504,SLC12A7,10723,0.6051611016738835,3.284505730608706,10.138874450146805,0.0014517478034042385,0.05236162332278403
ENSG00000177191.2,1874,ENSG00000177191,B3GNT8,374907,0.5786713190891406,2.4496886050391637,10.095096643052015,0.0014866436423744283,0.05346877642573791
ENSG00000169193.12,3547,ENSG00000169193,CCDC126,90693,0.4878867977030942,3.484436720756803,10.087738135617188,0.0014925920479429101,0.053531498463124313
ENSG00000076641.4,11023,ENSG00000076641,PAG1,55824,0.408921179972285,5.302793982815954,10.07632284251249,0.001501867578269069,0.05371285956888142
ENSG00000165556.10,3517,ENSG00000165556,CDX2,1045,1.2521293567116591,4.405324158835572,10.039271219813113,0.0015323781692180422,0.054650528992952696
