"","NGenes","Direction","PValue","FDR"
"REACTOME_REGULATORY_RNA_PATHWAYS",25,"Down",0.00155475431421215,0.0231651820420672
"NIELSEN_SYNOVIAL_SARCOMA_DN",14,"Up",0.00156465035034387,0.0231651820420672
"MATTIOLI_MGUS_VS_PCL",90,"Down",0.00156663754521331,0.0231651820420672
"LUI_THYROID_CANCER_CLUSTER_3",27,"Down",0.00159047941866958,0.0234251319104052
"REACTOME_MITOTIC_PROMETAPHASE",80,"Down",0.00166739844528959,0.0244617160150131
"AIYAR_COBRA1_TARGETS_DN",28,"Down",0.00168634250213578,0.0246429972675389
"HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP",24,"Down",0.00171184561339648,0.0249183441234094
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",73,"Up",0.00172175323510519,0.0249654219090253
"DOUGLAS_BMI1_TARGETS_DN",288,"Up",0.00173746231833771,0.0250959325594648
"GENTILE_UV_HIGH_DOSE_DN",289,"Up",0.00178383742094863,0.0256666761221878
"APPEL_IMATINIB_RESPONSE",25,"Up",0.00179998261324265,0.0257997507898113
"BILD_HRAS_ONCOGENIC_SIGNATURE",218,"Up",0.00181132804090036,0.0258632755763674
"LIU_CDX2_TARGETS_UP",23,"Up",0.00184709612318884,0.0262490594452158
"CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN",88,"Down",0.00185861718787306,0.0262490594452158
"CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_DN",595,"Down",0.00185939608473194,0.0262490594452158
"KEGG_O_GLYCAN_BIOSYNTHESIS",19,"Up",0.00187442867746552,0.0263617957984907
"REACTOME_ZINC_TRANSPORTERS",10,"Up",0.00188452198506853,0.026404482195286
"BENPORATH_ES_CORE_NINE",7,"Down",0.0019146050418917,0.0266832249856037
"LINDSTEDT_DENDRITIC_CELL_MATURATION_B",42,"Up",0.00191868150791964,0.0266832249856037
"REACTOME_GLUCOSE_METABOLISM",54,"Down",0.00195088211217726,0.0270305554876115
"NING_CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE_UP",127,"Down",0.00197662298643937,0.0272861497869731
"REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA",9,"Up",0.0020042492565127,0.0275365721418622
"NAGASHIMA_EGF_SIGNALING_UP",50,"Up",0.00201701523767409,0.0275365721418622
"PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_DN",124,"Up",0.00201903306859552,0.0275365721418622
"LI_WILMS_TUMOR_ANAPLASTIC_UP",16,"Down",0.00203347985538696,0.0275365721418622
"ENK_UV_RESPONSE_KERATINOCYTE_UP",447,"Down",0.00203675980896975,0.0275365721418622
"REACTOME_ELONGATION_ARREST_AND_RECOVERY",30,"Down",0.00203892822328143,0.0275365721418622
"PUJANA_BRCA2_PCC_NETWORK",381,"Down",0.00204765090918863,0.0275412412034133
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",109,"Down",0.00205399794059137,0.0275412412034133
"JISON_SICKLE_CELL_DISEASE_UP",149,"Up",0.00206466200848777,0.0275853591919741
"REACTOME_BASE_EXCISION_REPAIR",18,"Down",0.00207702156478704,0.0276517354941932
"KEGG_GLUTATHIONE_METABOLISM",39,"Down",0.00213545258894209,0.0283288231745828
"ST_INTERFERON_GAMMA_PATHWAY",7,"Up",0.00223803172309196,0.0295847232370566
"SCHLOSSER_SERUM_RESPONSE_AUGMENTED_BY_MYC",96,"Down",0.00229593953897766,0.0302433444201248
"BIOCARTA_RANMS_PATHWAY",10,"Down",0.00231587227280543,0.0303988707809302
"REACTOME_MICRORNA_MIRNA_BIOGENESIS",22,"Down",0.00237142327380003,0.0309962836658972
"REACTOME_METAL_ION_SLC_TRANSPORTERS",16,"Up",0.002377956004307,0.0309962836658972
"REACTOME_RNA_POL_I_TRANSCRIPTION",77,"Down",0.00238839904782395,0.0310095216916231
"MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN",54,"Down",0.00239554979119996,0.0310095216916231
"REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA",11,"Up",0.00244173944714861,0.0314542718151005
"STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP",27,"Up",0.00244672362956275,0.0314542718151005
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_DN",59,"Up",0.00250459820780403,0.0320880201897085
"GRADE_METASTASIS_DN",42,"Down",0.00260690042659546,0.0332846911122648
"SU_TESTIS",51,"Down",0.00262853606266542,0.0334189095516253
"BROWNE_HCMV_INFECTION_8HR_UP",83,"Up",0.00263527888739093,0.0334189095516253
"PODAR_RESPONSE_TO_ADAPHOSTIN_UP",126,"Up",0.00266174784490129,0.0336405361073504
"RODRIGUES_NTN1_TARGETS_DN",136,"Up",0.00269766036369407,0.0339796209447122
"DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN",14,"Up",0.00277496191355257,0.0348360151630878
"ZUCCHI_METASTASIS_UP",36,"Down",0.00285188916146474,0.0355706895343315
"REACTOME_TRANSCRIPTION",194,"Down",0.00285250116554383,0.0355706895343315
"SMIRNOV_RESPONSE_TO_IR_6HR_UP",144,"Up",0.00288653132018066,0.0358399001838631
"WALLACE_JAK2_TARGETS_UP",23,"Down",0.00289846141669795,0.0358399001838631
"CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_DN",21,"Up",0.00290283072860479,0.0358399001838631
"BOQUEST_STEM_CELL_DN",143,"Up",0.00293001517951374,0.0360565354821083
"FINETTI_BREAST_CANCERS_KINOME_GRAY",15,"Up",0.00295739680564486,0.0362741686882539
"REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS",11,"Up",0.00306768824520844,0.0375039925664209
"BROCKE_APOPTOSIS_REVERSED_BY_IL6",126,"Up",0.00312505285709434,0.0380808558253744
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY",16,"Down",0.00320339107016727,0.0387225937586155
"PALOMERO_GSI_SENSITIVITY_DN",5,"Up",0.00320432140666897,0.0387225937586155
"REACTOME_HIV_INFECTION",177,"Down",0.00320876879582219,0.0387225937586155
"NADERI_BREAST_CANCER_PROGNOSIS_UP",37,"Down",0.00325790359702297,0.0391256337625404
"REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION",17,"Up",0.00326308413095766,0.0391256337625404
"REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING",15,"Down",0.0033098080787364,0.0394842565843141
"SMIRNOV_RESPONSE_TO_IR_2HR_DN",48,"Up",0.00331410226342545,0.0394842565843141
"FERRARI_RESPONSE_TO_FENRETINIDE_UP",19,"Up",0.00334307061062536,0.0396656369892612
"SONG_TARGETS_OF_IE86_CMV_PROTEIN",56,"Down",0.00336802779268546,0.0396656369892612
"MENSSEN_MYC_TARGETS",53,"Down",0.0033702375121373,0.0396656369892612
"CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN",22,"Down",0.00337173818834137,0.0396656369892612
"REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10",12,"Up",0.00345281026794471,0.0404920476877152
"DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN",246,"Up",0.00346593062496899,0.0405188952125281
"REACTOME_IL_6_SIGNALING",9,"Up",0.00348192804270235,0.0405791053200919
"VALK_AML_CLUSTER_5",21,"Up",0.00351634943000905,0.040767266094767
"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN",42,"Up",0.00351986820331723,0.040767266094767
"REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX",27,"Down",0.00360044540696375,0.0415147735046235
"YEMELYANOV_GR_TARGETS_DN",8,"Up",0.00360660288398894,0.0415147735046235
"REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING",10,"Down",0.00361912942162534,0.0415311753567496
"PENG_LEUCINE_DEPRIVATION_DN",180,"Down",0.00366690292222187,0.0419507150826667
"REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS",14,"Down",0.00369318884016166,0.0421226202775756
"NIKOLSKY_BREAST_CANCER_16P13_AMPLICON",77,"Down",0.00375632334183201,0.0427124790935974
"REACTOME_UNWINDING_OF_DNA",11,"Down",0.0037743484325061,0.0427873863212282
"REACTOME_REGULATION_OF_IFNG_SIGNALING",12,"Up",0.00378668951124569,0.0427975995817828
"KEGG_PRIMARY_IMMUNODEFICIENCY",13,"Up",0.00387561525504794,0.0435599482403018
"REACTOME_S_PHASE",100,"Down",0.00387742923390016,0.0435599482403018
"AMIT_EGF_RESPONSE_60_MCF10A",37,"Up",0.00397575153280451,0.0445307978569512
"KEGG_HOMOLOGOUS_RECOMBINATION",26,"Down",0.00399275848657632,0.0445877895471105
"HORIUCHI_WTAP_TARGETS_DN",279,"Down",0.00403255338957959,0.0448651347530594
"BIOCARTA_GLEEVEC_PATHWAY",22,"Up",0.00404528998894819,0.0448651347530594
"NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON",21,"Up",0.00405960017783282,0.0448651347530594
"REACTOME_CELL_CYCLE_CHECKPOINTS",106,"Down",0.0040655655389701,0.0448651347530594
"MITSIADES_RESPONSE_TO_APLIDIN_UP",377,"Up",0.00416142812154455,0.0457879488314652
"WU_APOPTOSIS_BY_CDKN1A_VIA_TP53",51,"Down",0.00418413885221245,0.0458171079573636
"DANG_REGULATED_BY_MYC_UP",67,"Down",0.00418857282048071,0.0458171079573636
"OHASHI_AURKB_TARGETS",7,"Down",0.00428046682610568,0.0466857912433275
"ZHAN_MULTIPLE_MYELOMA_SPIKED",14,"Up",0.00431775235433754,0.0469555568534208
"KUMAMOTO_RESPONSE_TO_NUTLIN_3A_DN",10,"Down",0.00434966180023764,0.0471084576678335
"REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1",26,"Down",0.00436395794190407,0.0471084576678335
"GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP",65,"Down",0.00437182979528995,0.0471084576678335
"DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2",94,"Down",0.00440065253120201,0.0471084576678335
"REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES",55,"Up",0.00441555249261612,0.0471084576678335
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA",13,"Down",0.0044190472646439,0.0471084576678335
"TANG_SENESCENCE_TP53_TARGETS_DN",47,"Down",0.00442099935401303,0.0471084576678335
"GYORFFY_DOXORUBICIN_RESISTANCE",39,"Up",0.00444273260382794,0.0471084576678335
"REACTOME_SIGNALING_BY_ROBO_RECEPTOR",28,"Down",0.004445144495254,0.0471084576678335
"MOREIRA_RESPONSE_TO_TSA_UP",25,"Down",0.00447036911717351,0.0472419516026726
"KYNG_RESPONSE_TO_H2O2_VIA_ERCC6",15,"Down",0.00454594238820606,0.0479052689416307
"FARMER_BREAST_CANCER_CLUSTER_2",28,"Down",0.0046625958965669,0.0488951808363792
"DAUER_STAT3_TARGETS_UP",42,"Up",0.00466601966281406,0.0488951808363792
"CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN",404,"Up",0.00473888750510804,0.0494839403831686
"REACTOME_GLYCOSPHINGOLIPID_METABOLISM",30,"Up",0.00474865934176892,0.0494839403831686
"REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE",13,"Up",0.00479003307346555,0.0497764270217628
