"","NGenes","Direction","PValue","FDR"
"GO_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",511,"Up",0.0005512591371561,0.013501998497425
"GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION",25,"Up",0.000552264830603976,0.013501998497425
"GO_HOST",10,"Up",0.000560344584932761,0.0136158591231027
"GO_ION_ANTIPORTER_ACTIVITY",23,"Up",0.000561342025201768,0.0136158591231027
"GO_U5_SNRNP",16,"Down",0.000567715878624726,0.0137164608949292
"GO_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION",10,"Up",0.000577472659300931,0.0138439221583767
"GO_DETECTION_OF_OTHER_ORGANISM",7,"Up",0.000578616501103944,0.0138439221583767
"GO_NUCLEOTIDE_EXCISION_REPAIR",107,"Down",0.000580242152161815,0.0138439221583767
"GO_RIBOSOME_BIOGENESIS",288,"Down",0.000581979522645605,0.0138439221583767
"GO_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS",194,"Down",0.000593763409949324,0.0140677094886509
"GO_REGULATION_OF_INTERLEUKIN_6_PRODUCTION",62,"Up",0.000597742073247338,0.0140677094886509
"GO_CELL_DIVISION",416,"Down",0.000598237280640568,0.0140677094886509
"GO_PROTEIN_LIPID_COMPLEX",22,"Up",0.000605375959768661,0.0141814497647708
"GO_TELOMERE_ORGANIZATION",93,"Down",0.000608052598257314,0.0141901971888762
"GO_METAPHASE_PLATE_CONGRESSION",39,"Down",0.00061918517027218,0.0143681964789254
"GO_NUCLEAR_REPLICATION_FORK",37,"Down",0.000620344142735618,0.0143681964789254
"GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_BIOSYNTHETIC_PROCESS",4,"Up",0.000629850284585273,0.0145211667531844
"GO_LYTIC_VACUOLE",392,"Up",0.000631662504439769,0.0145211667531844
"GO_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE",28,"Up",0.000640524723892604,0.0146701591966629
"GO_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",13,"Down",0.000655539953839695,0.0149318513813792
"GO_NEUTRAL_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",18,"Up",0.000656797877674691,0.0149318513813792
"GO_INTERMEDIATE_FILAMENT_CYTOSKELETON",103,"Down",0.000666524882624073,0.0150639768555531
"GO_SIGNALING_RECEPTOR_ACTIVITY",350,"Up",0.00066749970484759,0.0150639768555531
"GO_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",31,"Down",0.000679831522932199,0.0152445441619275
"GO_RIBONUCLEOPROTEIN_COMPLEX",647,"Down",0.000680449544640489,0.0152445441619275
"GO_DNA_PACKAGING",148,"Down",0.000692122482983843,0.0153967575771194
"GO_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION",13,"Up",0.000692241819325119,0.0153967575771194
"GO_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS",80,"Up",0.000706575985376191,0.0156266945857014
"GO_CILIUM_ORGANIZATION",165,"Down",0.00070765261960894,0.0156266945857014
"GO_CHOLESTEROL_TRANSPORTER_ACTIVITY",6,"Up",0.000714938770444011,0.015666298404237
"GO_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY",9,"Up",0.000715389221664287,0.015666298404237
"GO_NUCLEOSOMAL_DNA_BINDING",29,"Down",0.000721542407451818,0.015666298404237
"GO_REGULATION_OF_TISSUE_REMODELING",32,"Up",0.000722068372155054,0.015666298404237
"GO_ENDOSOME_LUMEN",19,"Up",0.000723584274057935,0.015666298404237
"GO_ANTIPORTER_ACTIVITY",39,"Up",0.000724702977634727,0.015666298404237
"GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",90,"Up",0.000729597776738294,0.0157169646940022
"GO_MEIOTIC_CELL_CYCLE_PROCESS",94,"Down",0.000743130762839582,0.0159527129960093
"GO_NUCLEOSOME_BINDING",43,"Down",0.000757115848871578,0.0161964956420062
"GO_CENTROSOME",448,"Down",0.000762931409502208,0.016264430498073
"GO_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION",317,"Down",0.000767689132626601,0.0163094232624569
"GO_PEPTIDE_CATABOLIC_PROCESS",18,"Up",0.000776590929261244,0.0164418443820568
"GO_MICROTUBULE_DEPOLYMERIZATION",10,"Down",0.000817214015768087,0.0172426559970794
"GO_NEGATIVE_REGULATION_OF_CYTOKINE_SECRETION",19,"Up",0.000832879579328502,0.0174594383569178
"GO_DNA_REPAIR",435,"Down",0.000833156123508171,0.0174594383569178
"GO_CILIUM_MORPHOGENESIS",182,"Down",0.000846219158251584,0.0176730719796204
"GO_ORGANOPHOSPHATE_ESTER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",23,"Up",0.000852016504298319,0.0177265591184703
"GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",178,"Up",0.00085453466290954,0.0177265591184703
"GO_CHROMOSOME_CONDENSATION",22,"Down",0.000861616233699558,0.0178134819322919
"GO_PURINE_NTP_DEPENDENT_HELICASE_ACTIVITY",83,"Down",0.000869291039308389,0.0179120471343779
"GO_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION",187,"Down",0.000878953820150573,0.0180507816198256
"GO_VACUOLAR_PART",554,"Up",0.000889589049070867,0.0182084987751682
"GO_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS",15,"Up",0.000897370132991403,0.0183069449978809
"GO_MEMBRANE_PROTEIN_PROTEOLYSIS",28,"Up",0.000903673032978549,0.018344420667179
"GO_H4_HISTONE_ACETYLTRANSFERASE_COMPLEX",18,"Down",0.000905162129982536,0.018344420667179
"GO_CENTRIOLE",91,"Down",0.000912207781896042,0.0183816718273839
"GO_LIPID_DIGESTION",8,"Up",0.000912967307122136,0.0183816718273839
"GO_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE",13,"Up",0.000916683998362106,0.0183963847358597
"GO_MULTI_ORGANISM_METABOLIC_PROCESS",132,"Down",0.000941858939454503,0.0188402367726597
"GO_VITAMIN_TRANSPORT",22,"Up",0.000972281093635649,0.019385837598347
"GO_GLYCEROLIPID_CATABOLIC_PROCESS",24,"Up",0.000978635737103668,0.0194495960525668
"GO_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",36,"Down",0.0010259953353081,0.0201625547876453
"GO_U2_TYPE_SPLICEOSOMAL_COMPLEX",30,"Down",0.00102647451150919,0.0201625547876453
"GO_BRUSH_BORDER_MEMBRANE",40,"Up",0.00102739383407441,0.0201625547876453
"GO_TRIGLYCERIDE_CATABOLIC_PROCESS",14,"Up",0.00102759977330314,0.0201625547876453
"GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY",21,"Up",0.00103304138629601,0.0202049777173643
"GO_LIPID_LOCALIZATION",171,"Up",0.0010487960766025,0.02044695933508
"GO_ORGANELLE_ASSEMBLY",413,"Down",0.00105222788069639,0.02044695933508
"GO_3_5_DNA_HELICASE_ACTIVITY",12,"Down",0.00105536975629856,0.02044695933508
"GO_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",28,"Up",0.00105969190362968,0.0204541372429742
"GO_PERICENTRIC_HETEROCHROMATIN",15,"Down",0.00106238011974546,0.0204541372429742
"GO_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT",11,"Up",0.00107509712225667,0.0205704141932402
"GO_MAMMARY_GLAND_LOBULE_DEVELOPMENT",11,"Up",0.00107509712225667,0.0205704141932402
"GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",112,"Down",0.00109565305333375,0.0207869171536413
"GO_DNA_METABOLIC_PROCESS",656,"Down",0.00109595246008397,0.0207869171536413
"GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",35,"Up",0.00109653434100526,0.0207869171536413
"GO_RHO_GTPASE_BINDING",71,"Down",0.00110001932778905,0.0207890155782464
"GO_SPHINGOLIPID_METABOLIC_PROCESS",110,"Up",0.00111864102374023,0.0210762915818457
"GO_CERAMIDE_CATABOLIC_PROCESS",9,"Up",0.00112275165272121,0.0210892467451688
"GO_RAC_GTPASE_BINDING",36,"Down",0.00115469608803112,0.0214749673111761
"GO_STAT_CASCADE",36,"Up",0.00115663456092878,0.0214749673111761
"GO_JAK_STAT_CASCADE",36,"Up",0.00115663456092878,0.0214749673111761
"GO_REGULATION_OF_INTERFERON_GAMMA_BIOSYNTHETIC_PROCESS",5,"Up",0.00115722920748425,0.0214749673111761
"GO_MEMBRANE_LIPID_METABOLIC_PROCESS",146,"Up",0.0011808297678869,0.0218471237235772
"GO_GLYCOLIPID_CATABOLIC_PROCESS",10,"Up",0.00120034975706456,0.0221417809978286
"GO_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS",15,"Up",0.00120953429515046,0.0222445993803642
"GO_FOUR_WAY_JUNCTION_DNA_BINDING",15,"Down",0.00121540702008023,0.0222860793176021
"GO_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",23,"Down",0.0012377470180837,0.0225682899857919
"GO_HISTONE_H2A_ACETYLATION",14,"Down",0.00123812400830996,0.0225682899857919
"GO_HEXOSE_TRANSMEMBRANE_TRANSPORT",9,"Up",0.00124615400829352,0.0225810436620481
"GO_GLUCOSE_TRANSMEMBRANE_TRANSPORT",9,"Up",0.00124615400829352,0.0225810436620481
"GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY",11,"Up",0.00125396996628123,0.0226035228580382
"GO_CARBOHYDRATE_METABOLIC_PROCESS",480,"Up",0.00125473215670331,0.0226035228580382
"GO_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION",23,"Down",0.00126610582219139,0.0227419182814028
"GO_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX",21,"Down",0.00127560337151758,0.0228459080579063
"GO_NECROTIC_CELL_DEATH",21,"Up",0.00128047014807936,0.0228665987893245
"GO_MONOCARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",21,"Up",0.00128705296591806,0.0229177263671133
"GO_NUCLEAR_HETEROCHROMATIN",31,"Down",0.0012918303718826,0.022936504095587
"GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I",73,"Up",0.00130366932082728,0.0230801916253358
"GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",234,"Up",0.00131320462189445,0.0231545811980337
"GO_U2_SNRNP",19,"Down",0.00131538766747473,0.0231545811980337
"GO_RECEPTOR_COMPLEX",158,"Up",0.00132996857242244,0.0232938906195296
"GO_APICAL_PLASMA_MEMBRANE",201,"Up",0.00133086341471749,0.0232938906195296
"GO_METALLOEXOPEPTIDASE_ACTIVITY",30,"Up",0.00133860315209154,0.0233629858924532
"GO_CENTROSOME_CYCLE",43,"Down",0.00136218226169205,0.0237073585149287
"GO_GOLGI_APPARATUS_PART",689,"Up",0.00137274837871084,0.0237604955321323
"GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING",32,"Up",0.00137429847587204,0.0237604955321323
"GO_MITOTIC_CELL_CYCLE",705,"Down",0.00137680521100004,0.0237604955321323
"GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_GAP_FILLING",24,"Down",0.00138156975223495,0.023776120791954
"GO_GOLGI_CISTERNA",79,"Up",0.00138579231090482,0.0237823577367259
"GO_STRUCTURAL_MOLECULE_ACTIVITY",498,"Down",0.00139484606918705,0.0238712406451705
"GO_MONOSACCHARIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",12,"Up",0.00141966647940497,0.0242287124089032
"GO_CILIARY_TIP",42,"Down",0.00142471019956494,0.024247623037347
"GO_PROTEIN_O_LINKED_GLYCOSYLATION",79,"Up",0.00143545982341455,0.024363272650295
"GO_MICROTUBULE_ORGANIZING_CENTER",566,"Down",0.00144466299273847,0.0243886593207733
"GO_MEIOTIC_CHROMOSOME_SEPARATION",8,"Down",0.00144487269145954,0.0243886593207733
"GO_NUCLEAR_CHROMOSOME",451,"Down",0.00150336915228681,0.0253067140634946
"GO_PHOSPHOLIPID_TRANSPORTER_ACTIVITY",33,"Up",0.00150934251155251,0.0253380360045641
"GO_REGULATION_OF_NUCLEAR_DIVISION",134,"Down",0.00152707108633209,0.0255659917469892
"GO_HELICASE_ACTIVITY",137,"Down",0.00153364571792139,0.0255917002206671
"GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS",15,"Up",0.00153691431287889,0.0255917002206671
"GO_PRESPLICEOSOME",21,"Down",0.00154509450619679,0.025658564023392
"GO_ENDOPLASMIC_RETICULUM_QUALITY_CONTROL_COMPARTMENT",13,"Up",0.0015494123104817,0.0256611001206391
"GO_GLUCURONOSYLTRANSFERASE_ACTIVITY",12,"Up",0.00156071380846469,0.0257789752652841
"GO_NEGATIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION",30,"Down",0.00156734213702031,0.0258192377170646
"GO_ORGANIC_HYDROXY_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",25,"Up",0.00157519513430168,0.0258794059264871
"GO_MEIOTIC_CELL_CYCLE",115,"Down",0.00160694043393282,0.0263307447166492
"GO_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY",15,"Down",0.00162136096607838,0.0264264680211876
"GO_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY",15,"Down",0.00162136096607838,0.0264264680211876
"GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_BINDING",17,"Up",0.00162745485705477,0.026455803098455
"GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY",11,"Up",0.00163439087656273,0.0264986373434289
"GO_GOLGI_STACK",109,"Up",0.00164034927400802,0.0265254379978042
"GO_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION",39,"Up",0.00164667229582785,0.0265579790957995
"GO_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB",7,"Up",0.00165538684156481,0.0266288207072606
"GO_DNA_REPLICATION_INITIATION",26,"Down",0.00167236260746825,0.0268318386057602
"GO_CHROMATIN_BINDING",356,"Down",0.00167864596238719,0.0268626955175779
"GO_SPLICEOSOMAL_COMPLEX_ASSEMBLY",52,"Down",0.00169484282214957,0.0269426828550845
"GO_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX",16,"Down",0.00169525117891568,0.0269426828550845
"GO_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION",36,"Down",0.00169676366625106,0.0269426828550845
"GO_CARBOHYDRATE_DERIVATIVE_TRANSPORT",42,"Up",0.00172218237004079,0.0272591169627369
"GO_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION",7,"Up",0.00172554059656994,0.0272591169627369
"GO_ER_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",59,"Up",0.00173897740887058,0.0273086909914065
"GO_DNA_SECONDARY_STRUCTURE_BINDING",23,"Down",0.00173938882007827,0.0273086909914065
"GO_RNA_PROCESSING",768,"Down",0.00174400872751953,0.0273086909914065
"GO_VACUOLAR_MEMBRANE",482,"Up",0.00175104459074512,0.0273086909914065
"GO_INTRACILIARY_TRANSPORT_PARTICLE",29,"Down",0.00175402955068987,0.0273086909914065
"GO_ION_TRANSPORT",684,"Up",0.00175527375955153,0.0273086909914065
"GO_OXALATE_TRANSPORT",4,"Up",0.00178349659013535,0.0275391541148469
"GO_OXALATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",4,"Up",0.00178349659013535,0.0275391541148469
"GO_SULFATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",4,"Up",0.00178349659013535,0.0275391541148469
"GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS",24,"Up",0.00179016737966705,0.0275730530653218
"GO_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS",67,"Up",0.00184959012469899,0.0284172687238665
"GO_CYTOSKELETON",1526,"Down",0.00185891115771581,0.0284894319469828
"GO_CENTRIOLE_ASSEMBLY",20,"Down",0.00187729070022101,0.0286997220944457
"GO_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION",80,"Down",0.00188996374493741,0.0288219471102955
"GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS",174,"Up",0.00192087012851455,0.0292209403994522
"GO_PYRIMIDINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT",10,"Up",0.0019273195094763,0.0292468362016835
"GO_AMINO_ACID_TRANSPORT",67,"Up",0.00195183523264629,0.0294969248968537
"GO_U4_U6_X_U5_TRI_SNRNP_COMPLEX",21,"Down",0.00195337532184975,0.0294969248968537
"GO_DNA_BIOSYNTHETIC_PROCESS",107,"Down",0.00196353710948392,0.0295778780722015
"GO_PRECATALYTIC_SPLICEOSOME",22,"Down",0.00197718043104998,0.0297107527699973
"GO_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",28,"Up",0.00201149269259233,0.0301528138176675
"GO_BASOLATERAL_PLASMA_MEMBRANE",147,"Up",0.00203102764481234,0.0303717507759437
"GO_ER_NUCLEUS_SIGNALING_PATHWAY",32,"Up",0.00204194110627205,0.0304610149049446
"GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",12,"Up",0.00205497332652665,0.0305813784172239
"GO_SINGLE_STRANDED_DNA_BINDING",83,"Down",0.00206515503193497,0.0306588437391599
"GO_NUCLEAR_CHROMOSOME_TELOMERIC_REGION",120,"Down",0.00212176651746616,0.0314235661396852
"GO_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",210,"Up",0.00212955396029563,0.0314632660656628
"GO_SPINDLE_MICROTUBULE",52,"Down",0.00214140684679833,0.0315626975672836
"GO_FUCOSE_METABOLIC_PROCESS",12,"Up",0.00215480081591363,0.031684314622539
"GO_BRUSH_BORDER",82,"Up",0.00223074001699592,0.0327228315350283
"GO_REGULATION_OF_CHOLESTEROL_STORAGE",13,"Up",0.00226604259525606,0.0331332954161178
"GO_CHROMATIN",384,"Down",0.00226947746560651,0.0331332954161178
"GO_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION",8,"Down",0.00231425485586923,0.0337071493309936
"GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY",36,"Up",0.00233263732248276,0.0338430076525817
"GO_REGULATION_OF_CYTOKINE_SECRETION",67,"Up",0.00233456877979991,0.0338430076525817
"GO_KERATINOCYTE_DIFFERENTIATION",80,"Down",0.00235971857605447,0.0340847462623819
"GO_BILE_ACID_AND_BILE_SALT_TRANSPORT",14,"Up",0.00236230914689776,0.0340847462623819
"GO_HISTONE_METHYLTRANSFERASE_ACTIVITY",49,"Down",0.00237947577655044,0.0341763393846992
"GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE",10,"Up",0.00237975159812303,0.0341763393846992
"GO_MCM_COMPLEX",11,"Down",0.00240519208145289,0.0344275741688767
"GO_CARBOHYDRATE_TRANSPORT",58,"Up",0.00240842143593343,0.0344275741688767
"GO_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING",145,"Up",0.00241870180788879,0.0344944949963029
"GO_REGULATION_OF_IMMUNE_RESPONSE",494,"Up",0.00242986228795739,0.0345736294598279
"GO_ENDOPLASMIC_RETICULUM_LUMEN",137,"Up",0.00244347358825863,0.0346871907310171
"GO_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY",141,"Down",0.00246570917010358,0.0349223774643866
"GO_MRNA_PROCESSING",389,"Down",0.0025325909813633,0.0357216136333084
"GO_DIVALENT_INORGANIC_CATION_TRANSPORT",138,"Up",0.00253373562047651,0.0357216136333084
"GO_SARCOMERE_ORGANIZATION",15,"Down",0.00255148708728381,0.0358897532985286
"GO_U12_TYPE_SPLICEOSOMAL_COMPLEX",26,"Down",0.00259074789208898,0.0362848771095604
"GO_MOTILE_CILIUM_ASSEMBLY",12,"Down",0.00259135626167937,0.0362848771095604
"GO_HUMORAL_IMMUNE_RESPONSE",57,"Up",0.00260166422558197,0.0363466061084139
"GO_MRNA_METABOLIC_PROCESS",557,"Down",0.00261324460892103,0.0364257919356617
"GO_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY",10,"Up",0.00266109276511026,0.0370090124736892
"GO_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY_TRANSPOSING_S_S_BONDS",18,"Up",0.00267010810228941,0.0370507567977592
"GO_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE",13,"Up",0.00269501330466747,0.0373123077978793
"GO_NEGATIVE_REGULATION_OF_SECRETION",95,"Up",0.00270745378757506,0.0374004995184976
"GO_TRANSMEMBRANE_TRANSPORT",586,"Up",0.00271504467931874,0.0374214547411247
"GO_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY",22,"Up",0.00273056724591394,0.0374748175064342
"GO_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE",19,"Up",0.00273108149008099,0.0374748175064342
"GO_NUCLEAR_PERIPHERY",109,"Down",0.00274055717729613,0.0375212728207144
"GO_CYTOSKELETON_ORGANIZATION",669,"Down",0.00280092547771882,0.0382627535880835
"GO_PHOSPHATIDYLINOSITOL_3_4_5_TRISPHOSPHATE_BINDING",26,"Down",0.00289122653402796,0.0393792447922604
"GO_MYOFIBRIL_ASSEMBLY",23,"Down",0.00289543870977016,0.0393792447922604
"GO_CYTOSOLIC_PART",181,"Down",0.00290498484411397,0.0394220520365334
"GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME",52,"Down",0.00292688374875991,0.03963193577167
"GO_REGULATION_OF_PROTEIN_COMPLEX_DISASSEMBLY",181,"Down",0.00293387666602764,0.0396395046916586
"GO_NUCLEOTIDE_TRANSPORT",23,"Up",0.00295013161728477,0.039675958330677
"GO_NEGATIVE_REGULATION_OF_CHOLESTEROL_TRANSPORT",6,"Up",0.00295589431484836,0.039675958330677
"GO_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT",6,"Up",0.00295589431484836,0.039675958330677
"GO_INTERACTION_WITH_HOST",104,"Up",0.00297390118229011,0.0398092846652768
"GO_APICAL_PART_OF_CELL",254,"Up",0.00297875024033316,0.0398092846652768
"GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION",187,"Down",0.00300183481417464,0.040030961666948
"GO_LIPID_TRANSPORTER_ACTIVITY",60,"Up",0.00300988182554613,0.0400515808362628
"GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION",13,"Up",0.00303808841673554,0.0403397903782492
"GO_ION_HOMEOSTASIS",328,"Up",0.00305265130854032,0.0403906556687403
"GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION",7,"Up",0.00305503092706265,0.0403906556687403
"GO_PROTEIN_LIPID_COMPLEX_BINDING",11,"Up",0.00311166515508867,0.0410330565129309
"GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",62,"Down",0.00311694050447194,0.0410330565129309
"GO_SPLICEOSOMAL_SNRNP_ASSEMBLY",37,"Down",0.00315349038042581,0.041425701991052
"GO_ERROR_FREE_TRANSLESION_SYNTHESIS",19,"Down",0.00318529746657994,0.0417339785006322
"GO_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT",14,"Up",0.00319050541694494,0.0417339785006322
"GO_CHROMATIN_ORGANIZATION",558,"Down",0.00319782249712326,0.0417410686541873
"GO_ERAD_PATHWAY",70,"Up",0.00321279907981515,0.0418478966823279
"GO_DEFENSE_RESPONSE_TO_BACTERIUM",77,"Up",0.00322260243396672,0.0418870329022553
"GO_SULFURIC_ESTER_HYDROLASE_ACTIVITY",13,"Up",0.00323222508381895,0.0419236605082286
"GO_METAL_ION_TRANSPORT",281,"Up",0.00325026406850424,0.0419431294805953
"GO_REGULATION_OF_INTERLEUKIN_1_SECRETION",17,"Up",0.00326427085041784,0.0419431294805953
"GO_KERATAN_SULFATE_CATABOLIC_PROCESS",7,"Up",0.00326759806645512,0.0419431294805953
"GO_SODIUM_ION_TRANSPORT",63,"Up",0.00327869249583058,0.0419431294805953
"GO_GLUCURONATE_METABOLIC_PROCESS",8,"Up",0.00327946901446233,0.0419431294805953
"GO_URONIC_ACID_METABOLIC_PROCESS",8,"Up",0.00327946901446233,0.0419431294805953
"GO_TRANSLATION_PREINITIATION_COMPLEX",16,"Down",0.00328138101114218,0.0419431294805953
"GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION",24,"Up",0.00330702317870592,0.0421833743354186
"GO_LIPOPROTEIN_BIOSYNTHETIC_PROCESS",76,"Up",0.00334086376628872,0.0425269869093074
"GO_RAL_GTPASE_BINDING",13,"Down",0.00336297589087804,0.0426369761355821
"GO_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY",14,"Down",0.00336334530139473,0.0426369761355821
"GO_AMINOGLYCAN_BIOSYNTHETIC_PROCESS",71,"Up",0.00337211544392706,0.0426603762834386
"GO_SOLUTE_SODIUM_SYMPORTER_ACTIVITY",20,"Up",0.00343874069325647,0.0434141012523629
"GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION",128,"Up",0.00349457140656968,0.0440287411776601
"GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE",8,"Up",0.00354855282290118,0.0445890391531106
"GO_TELOMERASE_HOLOENZYME_COMPLEX",18,"Down",0.00355351699791873,0.0445890391531106
"GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",304,"Up",0.00359447807799401,0.0450113403221973
"GO_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BINDING",11,"Up",0.00362780018174083,0.045336464340173
"GO_METHYLOSOME",12,"Down",0.00367668995625308,0.0457757612861009
"GO_BASE_EXCISION_REPAIR",37,"Down",0.00367781234160363,0.0457757612861009
"GO_CELL_CYCLE_PROCESS",939,"Down",0.00370926772088335,0.0460256827623752
"GO_ENDOSOMAL_PART",342,"Up",0.00371522864381464,0.0460256827623752
"GO_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY",60,"Up",0.00372030352469775,0.0460256827623752
"GO_CELL_PROLIFERATION_IN_FOREBRAIN",18,"Down",0.00373036317213537,0.0460576503076674
"GO_CILIUM",329,"Down",0.00374810306399996,0.0461841259546075
"GO_CELLULAR_RESPONSE_TO_INTERFERON_BETA",11,"Up",0.00376246977804851,0.0462686153743651
"GO_HISTONE_LYSINE_N_METHYLTRANSFERASE_ACTIVITY",39,"Down",0.00377672797868201,0.046351436407689
"GO_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",104,"Down",0.00384736694624242,0.047124508460834
"GO_REGULATION_OF_LEUKOCYTE_DEGRANULATION",29,"Up",0.00389364587426926,0.0475378317089299
"GO_CILIARY_PART",228,"Down",0.00390287669383622,0.0475378317089299
"GO_PRERIBOSOME",58,"Down",0.00391470745110424,0.0475378317089299
