"","NGenes","Direction","PValue","FDR"
"KUMAMOTO_RESPONSE_TO_NUTLIN_3A_DN",10,"Down",0.00101286619027163,0.0150362397531991
"HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP",51,"Up",0.00103340632036112,0.0152805258674741
"PUJANA_CHEK2_PCC_NETWORK",722,"Down",0.00104268412922008,0.0153570131000485
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",13,"Up",0.00104681215231859,0.015357350046368
"REACTOME_KINESINS",21,"Down",0.00108499968546925,0.0158115383565179
"WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP",18,"Up",0.00108622436718126,0.0158115383565179
"PID_CD8_TCR_DOWNSTREAM_PATHWAY",31,"Up",0.00111736055245793,0.0161316794157853
"NADERI_BREAST_CANCER_PROGNOSIS_UP",37,"Down",0.00111956811492965,0.0161316794157853
"LI_LUNG_CANCER",34,"Down",0.00112115387546222,0.0161316794157853
"REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS",10,"Down",0.0011268223020211,0.0161511196623025
"TARTE_PLASMA_CELL_VS_PLASMABLAST_DN",282,"Down",0.00114114836772476,0.016294030700986
"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION",10,"Up",0.00117329493198105,0.0166893396978749
"REACTOME_HDL_MEDIATED_LIPID_TRANSPORT",12,"Up",0.00126432119998016,0.0179160060951735
"HELLER_SILENCED_BY_METHYLATION_UP",178,"Up",0.00132605078025332,0.01871983384501
"BROCKE_APOPTOSIS_REVERSED_BY_IL6",126,"Up",0.00134306095314489,0.0188886880665978
"MIKI_COEXPRESSED_WITH_CYP19A1",6,"Up",0.0013615511160927,0.0190770139524449
"REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION",17,"Up",0.00138795982453284,0.019374469043199
"LIANG_SILENCED_BY_METHYLATION_DN",9,"Down",0.00139526449690069,0.0194040315349646
"LIU_CDX2_TARGETS_DN",8,"Down",0.0014150700724286,0.0196065820035384
"TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP",62,"Up",0.0014356306091291,0.0198180594418891
"REACTOME_MICRORNA_MIRNA_BIOGENESIS",22,"Down",0.00149214139972606,0.0205224300602029
"ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF",199,"Up",0.00150402284478675,0.0205440321591718
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM",72,"Up",0.00150469521828738,0.0205440321591718
"SMIRNOV_RESPONSE_TO_IR_2HR_UP",46,"Up",0.00157925730185637,0.0214836420590715
"WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN",323,"Down",0.00159533853352417,0.0215413641022699
"LY_AGING_PREMATURE_DN",25,"Down",0.00159898433868962,0.0215413641022699
"REACTOME_KERATAN_SULFATE_DEGRADATION",6,"Up",0.00160077498541327,0.0215413641022699
"OHASHI_AURKB_TARGETS",7,"Down",0.00161804048088005,0.0216956610715851
"MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_DN",71,"Down",0.00164594308591508,0.0219909753014583
"RHODES_CANCER_META_SIGNATURE",63,"Down",0.00169031724682472,0.0225034762290792
"RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN",240,"Up",0.00170928870856998,0.0226753512721996
"HUMMEL_BURKITTS_LYMPHOMA_UP",34,"Down",0.00171760106433208,0.0226924739780646
"WANG_BARRETTS_ESOPHAGUS_UP",39,"Up",0.00172271120282554,0.0226924739780646
"GHANDHI_DIRECT_IRRADIATION_UP",69,"Up",0.00176888504710945,0.0232189437236367
"JISON_SICKLE_CELL_DISEASE_DN",159,"Down",0.00179208585561652,0.023324697009504
"REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS",27,"Up",0.0017922936588866,0.023324697009504
"NAGASHIMA_EGF_SIGNALING_UP",50,"Up",0.00179564628140528,0.023324697009504
"CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_DN",595,"Down",0.00182727776770891,0.0236534468131454
"PETROVA_PROX1_TARGETS_UP",24,"Down",0.00184802399495806,0.023839509534959
"HSIAO_HOUSEKEEPING_GENES",370,"Down",0.00185601666717438,0.0238603379790356
"MITSIADES_RESPONSE_TO_APLIDIN_UP",377,"Up",0.0018690235811973,0.0239452644426682
"ZEMBUTSU_SENSITIVITY_TO_CISPLATIN",16,"Up",0.00194046818154444,0.0247757387957602
"WAKASUGI_HAVE_ZNF143_BINDING_SITES",54,"Down",0.00198177122707083,0.0251805632735535
"PID_ILK_PATHWAY",41,"Down",0.00198563650513186,0.0251805632735535
"REACTOME_G2_M_CHECKPOINTS",41,"Down",0.0019943287083558,0.0252053503309428
"REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10",12,"Up",0.00201602664388383,0.0253937901507387
"TIAN_TNF_SIGNALING_VIA_NFKB",19,"Up",0.00202336484925453,0.0254006976545678
"REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES",8,"Up",0.00205140687726509,0.025666599089795
"REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT",30,"Up",0.00207446051265898,0.0258685225928574
"REACTOME_GLOBAL_GENOMIC_NER_GG_NER",31,"Down",0.00208945972944005,0.0259689994944692
"REACTOME_TOLL_RECEPTOR_CASCADES",96,"Up",0.002117934631313,0.0262357399196753
"AIYAR_COBRA1_TARGETS_DN",28,"Down",0.00212702945336998,0.0262614428549739
"PRAMOONJAGO_SOX4_TARGETS_UP",48,"Up",0.00220693538560123,0.0271583726234677
"PID_FANCONI_PATHWAY",45,"Down",0.00222103957765296,0.0272423247868843
"RAMASWAMY_METASTASIS_UP",63,"Down",0.00225001066154049,0.0275074832837352
"BIOCARTA_RANMS_PATHWAY",10,"Down",0.00226619451213263,0.0276150933872579
"ST_TUMOR_NECROSIS_FACTOR_PATHWAY",27,"Up",0.00231888251813579,0.0281653879881364
"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP",167,"Up",0.00233381674502101,0.0282550435052544
"CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP",165,"Down",0.00235275351916279,0.0283779389707079
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3",637,"Up",0.00235913900558411,0.0283779389707079
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",21,"Up",0.0024140717499556,0.0289456487711023
"REACTOME_LAGGING_STRAND_SYNTHESIS",18,"Down",0.00244378642092212,0.0292083226858456
"REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC",22,"Down",0.00247171466201466,0.0294480399700536
"MENSSEN_MYC_TARGETS",53,"Down",0.00249244024248407,0.0296006950702632
"MATTIOLI_MGUS_VS_PCL",90,"Down",0.00251215118620292,0.0297403721126112
"HALMOS_CEBPA_TARGETS_UP",41,"Up",0.00252623895684228,0.0297520240376827
"SPIRA_SMOKERS_LUNG_CANCER_UP",33,"Up",0.00253476230898956,0.0297520240376827
"BENPORATH_ES_CORE_NINE",7,"Down",0.0025369942977869,0.0297520240376827
"VERHAAK_AML_WITH_NPM1_MUTATED_UP",105,"Up",0.00264251629586075,0.0307820185598422
"PHONG_TNF_RESPONSE_NOT_VIA_P38",299,"Up",0.00264557528528157,0.0307820185598422
"FOURNIER_ACINAR_DEVELOPMENT_LATE_2",268,"Down",0.00264950814655686,0.0307820185598422
"REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",35,"Down",0.00268239101062525,0.0310675689496875
"BILD_HRAS_ONCOGENIC_SIGNATURE",218,"Up",0.00271892422613578,0.0313935047221418
"LINDSTEDT_DENDRITIC_CELL_MATURATION_B",42,"Up",0.00276108712631661,0.0317822367370782
"FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_DN",71,"Down",0.00280683026657124,0.0322096687952239
"KEGG_OTHER_GLYCAN_DEGRADATION",14,"Up",0.00284660176128077,0.0325470364512914
"MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP",9,"Down",0.0028569482719716,0.0325470364512914
"FURUKAWA_DUSP6_TARGETS_PCI35_UP",49,"Up",0.00286232958900692,0.0325470364512914
"NUTT_GBM_VS_AO_GLIOMA_DN",36,"Down",0.00300230049914114,0.0340181439337239
"REACTOME_REGULATION_OF_IFNA_SIGNALING",11,"Up",0.00300989191180503,0.0340181439337239
"STEIN_ESR1_TARGETS",70,"Down",0.0030476649708128,0.0343413092042491
"GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_DN",5,"Down",0.0030982360761702,0.0348063097926508
"REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE",101,"Down",0.00312164543380023,0.0349102859844088
"ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN",191,"Up",0.00312615498657496,0.0349102859844088
"REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR",9,"Up",0.0031638942456103,0.035226572538179
"GOLUB_ALL_VS_AML_DN",16,"Up",0.00318415662449443,0.0353469730926815
"REACTOME_BASE_EXCISION_REPAIR",18,"Down",0.00320128524874338,0.0354319766732218
"REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS",64,"Up",0.00336989243109044,0.0371881049696441
"BIOCARTA_CTL_PATHWAY",4,"Up",0.00343453367423583,0.0377899719862242
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",12,"Up",0.00347953237013944,0.0381726056289792
"SABATES_COLORECTAL_ADENOMA_DN",112,"Up",0.00348971695405263,0.0381726056289792
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",53,"Down",0.00351303872527845,0.0383156789249757
"KEGG_PRIMARY_IMMUNODEFICIENCY",13,"Up",0.00352512932623827,0.0383357814228411
"CHANG_IMMORTALIZED_BY_HPV31_DN",52,"Up",0.00357417368804951,0.0387564746869368
"FINETTI_BREAST_CANCER_KINOME_RED",16,"Down",0.00367056275380492,0.0396866337051566
"LI_WILMS_TUMOR",12,"Down",0.00374848482599642,0.0404123392912179
"SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP",154,"Down",0.00390064636220615,0.0419319483937161
"GOLUB_ALL_VS_AML_UP",19,"Down",0.0039155797397349,0.0419718733706254
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",11,"Up",0.00392876095523091,0.0419928420957681
"SIMBULAN_UV_RESPONSE_NORMAL_UP",6,"Up",0.00397226770305146,0.0423369044932066
"TAVOR_CEBPA_TARGETS_DN",22,"Up",0.00404994193177605,0.0430421385419722
"NAGASHIMA_NRG1_SIGNALING_UP",163,"Up",0.00407795776714521,0.0432171105011055
"GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP",65,"Down",0.00409338287748558,0.0432580376968179
"DUTTA_APOPTOSIS_VIA_NFKB",24,"Up",0.00414430453394298,0.0436727979196639
"REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC",16,"Down",0.00416356851283548,0.0437039190699397
"SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_DN",22,"Down",0.00417062258967348,0.0437039190699397
"PUJANA_BREAST_CANCER_LIT_INT_NETWORK",100,"Down",0.0041845308369379,0.0437271783826387
"SCHUHMACHER_MYC_TARGETS_UP",77,"Down",0.00421063699010409,0.0438774177715304
"BOYAULT_LIVER_CANCER_SUBCLASS_G12_UP",34,"Up",0.00430893577683003,0.044777024280892
"JOHNSTONE_PARVB_TARGETS_3_UP",387,"Up",0.0043481997833416,0.0450598764251549
"KRIEG_KDM3A_TARGETS_NOT_HYPOXIA",167,"Up",0.00436378568613436,0.0450964703089189
"REACTOME_ELONGATION_ARREST_AND_RECOVERY",30,"Down",0.00444389668516413,0.0457978443504105
"INAMURA_LUNG_CANCER_SCC_DN",8,"Down",0.00448086947437559,0.0460520129220854
"VERNELL_RETINOBLASTOMA_PATHWAY_UP",67,"Down",0.00450173727969497,0.046139723735175
"BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP",18,"Up",0.0045343123278264,0.0463466186295042
"REACTOME_SYNTHESIS_OF_DNA",84,"Down",0.00469434143978129,0.0478515839951548
"MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_DN",23,"Up",0.00480355818720673,0.0488107959421589
"ZHAN_MULTIPLE_MYELOMA_SPIKED",14,"Up",0.00481453721001246,0.0488107959421589
"NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_UP",244,"Down",0.00490993188989806,0.0495720874457673
"SHAFFER_IRF4_TARGETS_IN_PLASMA_CELL_VS_MATURE_B_LYMPHOCYTE",55,"Up",0.00493117475962576,0.0495720874457673
"NEWMAN_ERCC6_TARGETS_UP",20,"Up",0.004938240868768,0.0495720874457673
"BOYAULT_LIVER_CANCER_SUBCLASS_G56_DN",15,"Up",0.00494747142638682,0.0495720874457673
"PARK_APL_PATHOGENESIS_DN",38,"Up",0.00495588364199866,0.0495720874457673
"SEMBA_FHIT_TARGETS_DN",10,"Down",0.00497870502947689,0.0496041811890118
"PID_PLK1_PATHWAY",44,"Down",0.00498561136783438,0.0496041811890118
"BIOCARTA_IL22BP_PATHWAY",12,"Up",0.00502284583122939,0.0498420855560455
