"","NGenes","Direction","PValue","FDR"
"PHONG_TNF_RESPONSE_NOT_VIA_P38",300,"Up",0.00180200691776173,0.0271826930618816
"LINDSTEDT_DENDRITIC_CELL_MATURATION_B",43,"Up",0.00181407224430154,0.027212165192991
"KAUFFMANN_DNA_REPAIR_GENES",209,"Down",0.00182413863671302,0.027212165192991
"MENSSEN_MYC_TARGETS",53,"Down",0.00182578280230974,0.027212165192991
"SEIDEN_ONCOGENESIS_BY_MET",86,"Up",0.00183586274165661,0.0272538195100689
"DANG_REGULATED_BY_MYC_UP",67,"Down",0.00187813943178633,0.0277712237719869
"ITO_PTTG1_TARGETS_DN",9,"Down",0.00189048004660726,0.0278436450958967
"SPIRA_SMOKERS_LUNG_CANCER_UP",33,"Up",0.00191916681447079,0.0281015984732431
"OXFORD_RALA_OR_RALB_TARGETS_UP",46,"Down",0.00193003228362162,0.0281015984732431
"REACTOME_GLUCOSE_METABOLISM",54,"Down",0.00194392202880037,0.0281015984732431
"BASAKI_YBX1_TARGETS_UP",271,"Down",0.00194604715489173,0.0281015984732431
"MATTIOLI_MGUS_VS_PCL",90,"Down",0.00194666389215819,0.0281015984732431
"AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_UP",93,"Up",0.00195428220801662,0.0281015984732431
"NGO_MALIGNANT_GLIOMA_1P_LOH",16,"Down",0.00196057663766812,0.0281015984732431
"REACTOME_SIGNAL_TRANSDUCTION_BY_L1",31,"Down",0.00200348360164917,0.0285129043899923
"REACTOME_GLOBAL_GENOMIC_NER_GG_NER",31,"Down",0.00201351366216269,0.0285129043899923
"FAELT_B_CLL_WITH_VH3_21_UP",41,"Down",0.00201788726519921,0.0285129043899923
"PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN",137,"Up",0.00202625652492831,0.0285129043899923
"CROONQUIST_NRAS_SIGNALING_DN",69,"Down",0.00203743264886547,0.0285129043899923
"BENPORATH_ES_CORE_NINE",7,"Down",0.00204196513675772,0.0285129043899923
"REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_",40,"Down",0.00204262453261639,0.0285129043899923
"REACTOME_EXTENSION_OF_TELOMERES",25,"Down",0.00209059685505438,0.0290740625827451
"RHODES_UNDIFFERENTIATED_CANCER",65,"Down",0.00209997437382359,0.0290963116017557
"ZEMBUTSU_SENSITIVITY_TO_MITOMYCIN",10,"Up",0.00214013226180141,0.0295433018132807
"ST_TUMOR_NECROSIS_FACTOR_PATHWAY",27,"Up",0.00218450275123326,0.0299972904452672
"REACTOME_LIPOPROTEIN_METABOLISM",21,"Up",0.002194690114874,0.0299972904452672
"DAZARD_RESPONSE_TO_UV_SCC_DN",117,"Up",0.00219707500187202,0.0299972904452672
"FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_DN",72,"Down",0.00221398798304077,0.0301182874347473
"PID_ARF_3PATHWAY",18,"Down",0.00223464065547042,0.0302306817152389
"SESTO_RESPONSE_TO_UV_C6",36,"Down",0.00223841187787254,0.0302306817152389
"REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING",15,"Down",0.00227562665332482,0.0306227313312524
"BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_DN",91,"Down",0.00233449196590487,0.0313022739944449
"CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN",128,"Down",0.00237411414575969,0.031659046414221
"PEDERSEN_TARGETS_OF_611CTF_ISOFORM_OF_ERBB2",63,"Up",0.00238358622752711,0.031659046414221
"REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX",27,"Down",0.00238927443381678,0.031659046414221
"REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS",16,"Down",0.00239802124774098,0.031659046414221
"HUANG_DASATINIB_RESISTANCE_UP",76,"Up",0.00240341330704057,0.031659046414221
"SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES",26,"Down",0.00244430049874595,0.0320846602309074
"REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS",19,"Down",0.00246468562850906,0.0322391221547287
"KIM_GERMINAL_CENTER_T_HELPER_UP",56,"Up",0.00250199025807434,0.0326130507158749
"SCHLOSSER_SERUM_RESPONSE_UP",107,"Down",0.00254055006376703,0.0330006867658072
"REACTOME_PROTEIN_FOLDING",45,"Down",0.0025948194403783,0.0335889949012291
"REACTOME_GLUCONEOGENESIS",24,"Down",0.00262559356527755,0.0338701569920804
"BASAKI_YBX1_TARGETS_DN",340,"Up",0.00264531951859678,0.0340073550483524
"REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT",12,"Up",0.00267766567771715,0.0343052989737666
"REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX",30,"Down",0.00270270481753358,0.0344214685374884
"HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_UP",212,"Up",0.0027085016879632,0.0344214685374884
"YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP",47,"Down",0.00271433659945444,0.0344214685374884
"SMIRNOV_RESPONSE_TO_IR_2HR_DN",48,"Up",0.00290695128557952,0.0365441650672811
"BENPORATH_MYC_TARGETS_WITH_EBOX",195,"Down",0.0029082512224238,0.0365441650672811
"BROCKE_APOPTOSIS_REVERSED_BY_IL6",126,"Up",0.00291102945470456,0.0365441650672811
"KEGG_LEISHMANIA_INFECTION",39,"Up",0.00292411768674178,0.0365856998866254
"REACTOME_HIV_INFECTION",177,"Down",0.00294843026262369,0.0367669253749174
"BILD_HRAS_ONCOGENIC_SIGNATURE",219,"Up",0.00304800733761394,0.0378823769103447
"CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN",96,"Down",0.00307264809486877,0.0380176160385548
"NATSUME_RESPONSE_TO_INTERFERON_BETA_DN",47,"Down",0.00308245774727461,0.0380176160385548
"REACTOME_MEIOSIS",93,"Down",0.00308970584802388,0.0380176160385548
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER",131,"Down",0.00309953832979397,0.0380176160385548
"REN_BOUND_BY_E2F",57,"Down",0.00313786662437409,0.0383619576528872
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",109,"Down",0.0031889537339816,0.0388595306802123
"LY_AGING_MIDDLE_DN",15,"Down",0.00324322594038521,0.0392862353289881
"TAVOR_CEBPA_TARGETS_DN",22,"Up",0.00325000042889411,0.0392862353289881
"BIOCARTA_RANMS_PATHWAY",10,"Down",0.00325547526115646,0.0392862353289881
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",23,"Up",0.00327730978642748,0.0394225591994379
"KEGG_JAK_STAT_SIGNALING_PATHWAY",79,"Up",0.00329406656613161,0.0394971250765973
"KUUSELO_PANCREATIC_CANCER_19Q13_AMPLIFICATION",18,"Down",0.0034011756857596,0.0406511125892226
"JOHNSTONE_PARVB_TARGETS_2_DN",317,"Up",0.00342766040115257,0.0408371896837954
"WANG_RESPONSE_TO_ANDROGEN_UP",26,"Up",0.00348553692704386,0.0413949004573685
"YANAGISAWA_LUNG_CANCER_RECURRENCE",7,"Down",0.00349748073368423,0.0414053019769389
"ZHOU_TNF_SIGNALING_30MIN",48,"Down",0.0035495809012434,0.0417336904920429
"STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP",27,"Up",0.00356310081190258,0.0417336904920429
"KIM_MYC_AMPLIFICATION_TARGETS_DN",85,"Up",0.00356345446898464,0.0417336904920429
"SMIRNOV_RESPONSE_TO_IR_2HR_UP",47,"Up",0.00357932319504607,0.0417336904920429
"LUI_THYROID_CANCER_PAX8_PPARG_DN",43,"Down",0.00358141752953192,0.0417336904920429
"VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN",100,"Up",0.00359215405999407,0.0417336904920429
"ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_UP",23,"Up",0.00362003927194593,0.0419274517534048
"MASSARWEH_TAMOXIFEN_RESISTANCE_UP",521,"Up",0.00366810930972707,0.0423530769373116
"TOMIDA_METASTASIS_UP",23,"Down",0.00369540029088576,0.042461662809631
"WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_DN",9,"Up",0.00370467252440608,0.042461662809631
"LUI_TARGETS_OF_PAX8_PPARG_FUSION",32,"Down",0.0037115647524056,0.042461662809631
"TONG_INTERACT_WITH_PTTG1",47,"Down",0.003736688110517,0.0426187506751344
"REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES",240,"Up",0.00376328420146584,0.0427916297801936
"BIOCARTA_BARRESTIN_PATHWAY",7,"Down",0.00379288464961351,0.0428876995401802
"NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON",21,"Up",0.00380006796672805,0.0428876995401802
"REACTOME_DNA_STRAND_ELONGATION",29,"Down",0.0038143269085333,0.0428876995401802
"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP",168,"Up",0.00381758993501203,0.0428876995401802
"REACTOME_TRANSCRIPTION",194,"Down",0.00384974061927713,0.0431194001698076
"ZHU_CMV_24_HR_UP",86,"Up",0.00390409178830814,0.0435976339703306
"SU_KIDNEY",9,"Up",0.0039220718229878,0.0436069660450575
"ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR",116,"Down",0.00392824045901748,0.0436069660450575
"GNATENKO_PLATELET_SIGNATURE",39,"Down",0.00394221179517786,0.0436325867626047
"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI",14,"Up",0.00401214067133707,0.0442755700633392
"PID_ILK_PATHWAY",41,"Down",0.00405030333706576,0.044543027962467
"IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_UP",9,"Up",0.00406019046650662,0.044543027962467
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_UP",70,"Up",0.00409515768505977,0.0447952774848204
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5",436,"Up",0.00416124937845507,0.0453855216466485
"BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP",164,"Up",0.00423230360597141,0.0457891777274415
"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",27,"Up",0.00423355360445598,0.0457891777274415
"SENESE_HDAC1_TARGETS_UP",387,"Up",0.00423741480314605,0.0457891777274415
"BIOCARTA_PTDINS_PATHWAY",22,"Down",0.00424721857028126,0.0457891777274415
"REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING",15,"Down",0.00427175101520511,0.0458902778447147
"KEGG_O_GLYCAN_BIOSYNTHESIS",19,"Up",0.00428112990318242,0.0458902778447147
"KEGG_DNA_REPLICATION",33,"Down",0.00432281719775146,0.0462047403908234
"JAZAG_TGFB1_SIGNALING_VIA_SMAD4_UP",76,"Down",0.00442948448039105,0.0471081077430815
"HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_UP",18,"Down",0.00443251909263959,0.0471081077430815
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN",116,"Up",0.00451000577293719,0.0477958402168783
"REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR",9,"Down",0.0045529114801785,0.0479805291023042
"LOPEZ_MBD_TARGETS",808,"Down",0.00455308415699492,0.0479805291023042
"REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING",30,"Up",0.00458144823664025,0.048143814194582
"CHIBA_RESPONSE_TO_TSA_UP",38,"Down",0.00465194307929488,0.0487476724359724
"MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_UP",7,"Down",0.00474180726591309,0.0495505614016225
