"","NGenes","Direction","PValue","FDR"
"KEGG_O_GLYCAN_BIOSYNTHESIS",19,"Up",0.00159989675085161,0.0237185850497454
"REACTOME_GLOBAL_GENOMIC_NER_GG_NER",31,"Down",0.00160757171066693,0.0237185850497454
"KEGG_SPHINGOLIPID_METABOLISM",35,"Up",0.00161040379648098,0.0237185850497454
"BROWNE_HCMV_INFECTION_8HR_UP",83,"Up",0.00162062382939335,0.0237308772636336
"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP",167,"Up",0.00162392530860471,0.0237308772636336
"CHANG_IMMORTALIZED_BY_HPV31_DN",52,"Up",0.0016373427535256,0.0238338491865341
"KIM_ALL_DISORDERS_DURATION_CORR_DN",130,"Down",0.00165123750433623,0.0239429438128754
"MENSSEN_MYC_TARGETS",53,"Down",0.00165959147669548,0.023971164920146
"REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM",21,"Up",0.00167231296285217,0.0240620107462691
"SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP",433,"Down",0.00171822411731134,0.0246278790147958
"PID_ILK_PATHWAY",41,"Down",0.00176881914627993,0.0252563069703558
"LI_LUNG_CANCER",34,"Down",0.0018007199356318,0.0256140428866865
"REACTOME_CELL_CYCLE_MITOTIC",291,"Down",0.00181777518527121,0.0257587006367409
"PID_ATR_PATHWAY",38,"Down",0.00183072780086424,0.0258443498227665
"REACTOME_DNA_REPLICATION",175,"Down",0.00187807155274719,0.0264130288677715
"STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN",37,"Down",0.00190225596436048,0.0266529571635676
"HALMOS_CEBPA_TARGETS_UP",41,"Up",0.00192129126326243,0.026656836871679
"RHODES_CANCER_META_SIGNATURE",63,"Down",0.00192330369808432,0.026656836871679
"REACTOME_MITOTIC_PROMETAPHASE",80,"Down",0.00192390963789183,0.026656836871679
"REACTOME_KERATAN_SULFATE_DEGRADATION",6,"Up",0.00195470914999246,0.0269836418085676
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",47,"Up",0.00196383560037482,0.0270099594889787
"MATTIOLI_MGUS_VS_PCL",90,"Down",0.00198309689340937,0.0271749651217745
"SMID_BREAST_CANCER_NORMAL_LIKE_UP",202,"Up",0.00200022086084187,0.0273095848190126
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",12,"Up",0.00202382631431283,0.0275313972430701
"BIOCARTA_NUCLEARRS_PATHWAY",7,"Up",0.0020622200357198,0.0279520476580716
"SMIRNOV_RESPONSE_TO_IR_6HR_UP",144,"Up",0.00213529539957068,0.0288380508656821
"NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP",64,"Down",0.00214441016645718,0.028856972779555
"AMIT_SERUM_RESPONSE_120_MCF10A",61,"Up",0.00217641424990366,0.0290159408114163
"FERRARI_RESPONSE_TO_FENRETINIDE_UP",19,"Up",0.0021888492651375,0.0290159408114163
"FURUKAWA_DUSP6_TARGETS_PCI35_UP",49,"Up",0.00219005771324101,0.0290159408114163
"PENG_GLUTAMINE_DEPRIVATION_DN",315,"Down",0.00219190952857333,0.0290159408114163
"KYNG_RESPONSE_TO_H2O2_VIA_ERCC6",15,"Down",0.00219500434365967,0.0290159408114163
"HOSHIDA_LIVER_CANCER_SUBCLASS_S3",188,"Up",0.00222975905674185,0.0291835237547086
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN",115,"Up",0.00223090704704362,0.0291835237547086
"PHONG_TNF_RESPONSE_NOT_VIA_P38",299,"Up",0.00223108468159494,0.0291835237547086
"REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS",10,"Down",0.00224277325456524,0.0292341977189148
"WU_SILENCED_BY_METHYLATION_IN_BLADDER_CANCER",37,"Up",0.0022615536579187,0.0293766397023397
"REACTOME_PHOSPHOLIPID_METABOLISM",164,"Up",0.00228558299409462,0.0295117618637347
"REACTOME_RECYCLING_PATHWAY_OF_L1",24,"Down",0.00228773347780889,0.0295117618637347
"HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP",24,"Down",0.00230666671249132,0.0296537462935739
"LENAOUR_DENDRITIC_CELL_MATURATION_DN",94,"Up",0.00237891090491632,0.0304777592304519
"ZHAN_MULTIPLE_MYELOMA_SPIKED",14,"Up",0.00240246451389361,0.0306744701244914
"BILD_HRAS_ONCOGENIC_SIGNATURE",218,"Up",0.00243918216030199,0.0309762410806728
"REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS",16,"Down",0.00244266001571732,0.0309762410806728
"WANG_BARRETTS_ESOPHAGUS_UP",39,"Up",0.00245723139169979,0.0310557521498274
"SUMI_HNF4A_TARGETS",18,"Up",0.00247911485922423,0.0311396008125336
"SIMBULAN_UV_RESPONSE_NORMAL_UP",6,"Up",0.00248051351032745,0.0311396008125336
"REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING",20,"Up",0.00251664735526981,0.0314404139979767
"CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN",128,"Down",0.00252128420192275,0.0314404139979767
"REACTOME_DOUBLE_STRAND_BREAK_REPAIR",22,"Down",0.00254034426647922,0.0315728501690989
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",44,"Up",0.00262944884503831,0.032507614779842
"REACTOME_CELL_CYCLE",371,"Down",0.00263343483842906,0.032507614779842
"HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_DN",18,"Down",0.00264162386877091,0.032507614779842
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2",384,"Down",0.00268238365306592,0.0329009745774414
"MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_DN",71,"Down",0.00269360174162921,0.0329306016844277
"MIKI_COEXPRESSED_WITH_CYP19A1",6,"Up",0.00270427146834888,0.0329533536257107
"WINNEPENNINCKX_MELANOMA_METASTASIS_UP",156,"Down",0.00273292556375611,0.0330795247617002
"REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER",14,"Down",0.00273630723435666,0.0330795247617002
"ODONNELL_TFRC_TARGETS_DN",108,"Down",0.00274115281372015,0.0330795247617002
"KEGG_PRIMARY_IMMUNODEFICIENCY",13,"Up",0.00279192465681661,0.0333991716326356
"ZEMBUTSU_SENSITIVITY_TO_MITOMYCIN",10,"Up",0.00279711495841217,0.0333991716326356
"HEDVAT_ELF4_TARGETS_UP",9,"Up",0.00280268751447566,0.0333991716326356
"KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP",638,"Down",0.00280335201621159,0.0333991716326356
"REACTOME_REGULATION_OF_IFNA_SIGNALING",11,"Up",0.00282593804395687,0.0335613784839449
"WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP",18,"Up",0.00285384859449569,0.0337855936455961
"MIKKELSEN_MCV6_LCP_WITH_H3K4ME3",114,"Up",0.00287679857936221,0.0339498532662273
"GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_DN",281,"Down",0.00292123007382182,0.0343657915288284
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",9,"Down",0.00303579747407142,0.0356016249232012
"BIOCARTA_RANMS_PATHWAY",10,"Down",0.00309590108223255,0.0360455425025627
"REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION",17,"Up",0.00310004387050356,0.0360455425025627
"MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_UP",14,"Down",0.00310255671901235,0.0360455425025627
"PID_CD8_TCR_DOWNSTREAM_PATHWAY",31,"Up",0.00314589891730531,0.0364359376149819
"BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP",45,"Down",0.00323604398284127,0.0373643226537321
"REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES",8,"Up",0.00325359639371311,0.0374513972580946
"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION",10,"Up",0.00340369814815698,0.0390590023688812
"PID_AURORA_B_PATHWAY",36,"Down",0.00347304623295178,0.0397329234173474
"NGO_MALIGNANT_GLIOMA_1P_LOH",16,"Down",0.00352521259711217,0.0402067692859654
"NAGASHIMA_EGF_SIGNALING_UP",50,"Up",0.00358343680867498,0.0406292442140119
"WAKASUGI_HAVE_ZNF143_BINDING_SITES",54,"Down",0.00358397503090723,0.0406292442140119
"RAMASWAMY_METASTASIS_UP",63,"Down",0.00365640403339698,0.0413250981538915
"ZUCCHI_METASTASIS_UP",36,"Down",0.00375393677482153,0.0422996309476125
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP",31,"Up",0.00382349615043857,0.0429540513477197
"PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP",54,"Down",0.00387799533871712,0.0432655496941335
"FARMER_BREAST_CANCER_CLUSTER_2",28,"Down",0.00388363714576694,0.0432655496941335
"NIELSEN_GIST_VS_SYNOVIAL_SARCOMA_DN",15,"Up",0.00388671328563761,0.0432655496941335
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",43,"Up",0.00389839217623711,0.0432655496941335
"MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_DN",23,"Up",0.00390904993226868,0.0432655496941335
"RUTELLA_RESPONSE_TO_HGF_UP",336,"Up",0.00393369350327735,0.0432836443455603
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM",72,"Up",0.00393382493383868,0.0432836443455603
"REACTOME_RNA_POL_II_TRANSCRIPTION",99,"Down",0.00404761726532691,0.0444050914650674
"REACTOME_MITOTIC_M_M_G1_PHASES",156,"Down",0.00406627761789867,0.0444793700835057
"REACTOME_SIGNALING_BY_ROBO_RECEPTOR",28,"Down",0.00408071537401389,0.0445071609743031
"CROONQUIST_NRAS_SIGNALING_UP",22,"Up",0.00410873773788046,0.04468252289945
"HUMMEL_BURKITTS_LYMPHOMA_UP",34,"Down",0.00416150841726969,0.0451252260550896
"PARK_APL_PATHOGENESIS_DN",38,"Up",0.00419100575017678,0.0452558962103509
"BHATTACHARYA_EMBRYONIC_STEM_CELL",77,"Down",0.00419775353782191,0.0452558962103509
"BROWNE_HCMV_INFECTION_4HR_UP",46,"Up",0.00424071356058508,0.0455430103315567
"TIMOFEEVA_GROWTH_STRESS_VIA_STAT1_DN",16,"Down",0.00424873312101398,0.0455430103315567
"ZHAN_MULTIPLE_MYELOMA_PR_UP",40,"Down",0.0044399607990729,0.0474546599052006
"PATTERSON_DOCETAXEL_RESISTANCE",24,"Up",0.00445244202799396,0.0474546599052006
"ZHAN_MULTIPLE_MYELOMA_HP_UP",32,"Up",0.00448416021514283,0.0476569413774128
"GRADE_COLON_CANCER_UP",756,"Down",0.00454478509926739,0.0481644222559754
"SMID_BREAST_CANCER_LUMINAL_A_DN",17,"Down",0.00456126931440129,0.0482025663988
"CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_DN",595,"Down",0.00461571377066223,0.0486405217353448
